Location,DF_Market,Flavor,Taste,Thickness,Length,DF_Vol,Real_So_Segment,Ideal_So_Segment,Delta_SoS
Puerto Vallarta,Mexico,Menthol,Full Flavor,STD,100,100.000000,0.003282347535,0.003306902472,0.000024554937
Puerto Vallarta,Mexico,NTD Caps,Full Flavor,SLI,100,0.000000,0.000000000000,0.400000000000,0.400000000000
Puerto Vallarta,Mexico,Regular,Lights,STD,LONGER THAN KS,0.000000,0.000000000000,0.000287581996,0.000287581996
Puerto Vallarta,Mexico,Menthol Caps,Full Flavor,SSL,100,0.000000,0.000000000000,0.000291248368,0.000291248368
Puerto Vallarta,Mexico,Regular,Full Flavor,SSL,100,1288.800000,0.042302895031,0.003333769873,-0.038969125158
Puerto Vallarta,Mexico,NTD Caps,Full Flavor,SSL,KS,0.000000,0.000000000000,0.400000000000,0.400000000000
Puerto Vallarta,Mexico,Regular,Lights,SLI,KS,0.000000,0.000000000000,0.001947715054,0.001947715054
Puerto Vallarta,Mexico,Regular,Full Flavor,STD,KS,15528.200000,0.509689489923,0.442155591239,-0.067533898684
Puerto Vallarta,Mexico,Regular,Ultralights,SLI,KS,0.000000,0.000000000000,0.002268928501,0.002268928501
Puerto Vallarta,Mexico,Menthol,Full Flavor,SSL,100,735.600000,0.024144948467,0.000077200873,-0.024067747594
Puerto Vallarta,Mexico,Regular,1mg,STD,KS,0.000000,0.000000000000,0.006610022901,0.006610022901
Puerto Vallarta,Mexico,Regular,Lights,SSL,100,0.000000,0.000000000000,0.001314317017,0.001314317017
Puerto Vallarta,Mexico,Regular,Full Flavor,SSL,KS,0.000000,0.000000000000,0.000739870306,0.000739870306
Puerto Vallarta,Mexico,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.010578663558,0.010578663558
Puerto Vallarta,Mexico,NTD Caps,Full Flavor,STD,KS,2420.800000,0.079459069126,0.400000000000,0.320540930874
Puerto Vallarta,Mexico,Menthol Caps,Full Flavor,STD,100,0.000000,0.000000000000,0.023286564171,0.023286564171
Puerto Vallarta,Mexico,Menthol Caps,Full Flavor,SLI,KS,0.000000,0.000000000000,0.000247504404,0.000247504404
Puerto Vallarta,Mexico,NTD Caps,Full Flavor,SSL,100,0.000000,0.000000000000,0.400000000000,0.400000000000
Puerto Vallarta,Mexico,Menthol,Full Flavor,SLI,EXTRA LONG,0.000000,0.000000000000,0.300000000000,0.300000000000
Puerto Vallarta,Mexico,Menthol,Full Flavor,SLI,100,0.000000,0.000000000000,0.000033355263,0.000033355263
Puerto Vallarta,Mexico,Regular,Full Flavor,SLI,100,0.000000,0.000000000000,0.002949752851,0.002949752851
Puerto Vallarta,Mexico,Menthol,Full Flavor,SLI,KS,0.000000,0.000000000000,0.000043245900,0.000043245900
