SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
MARLBORO - FLAVOR MIX (FWD) KS BOX - TURKEY DF,200,95449,Turkey,Bodrum Airport,PMI
DUNHILL - INTERNATIONAL KS BOX,400,47577,Turkey,Cukurova Airport,BAT
DAVIDOFF - GOLD KS BOX,200,88458,Germany,Dortmund,IMPERIAL BRANDS
DOUBLE HAPPINESS - DELUXE (RED) KS BOX,200,103412,China,Nanjing Lukou,NANYANG BROTHERS
LAMBERT & BUTLER - KS BOX,200,43912,Spain,Mahon Airport,IMPERIAL BRANDS
WEST - RED KS BOX,200,46023,Macedonia,Skopje,IMPERIAL BRANDS
MARLBORO - SUMMER FUSION MENTHOL KS DSP C WRG SUPERSLIMS WHITE - GENERIC DF-ENG TXT,200,123456,Kuwait,Kuwait,PMI
MARLBORO - (RED FWD) KS BOX 400 - NORTH AFRICA DF,400,100605,Morocco,Agadir,PMI
MARLBORO - DOUBLE ICE KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123409,Bahrain,Manama,PMI
SILK CUT - PURPLE KS BOX,600,45375,Great Britain,London Heathrow,JTI
BENSON & HEDGES - SPECIAL FILTER KS BOX,200,58737,Morocco,Casablanca,BAT
WINSTON - CLASSIC KS BOX,600,54087,Brazil,Salvador,JTI
RICHMOND - SUPERKINGS MENTHOL MENTHOL 100's BOX,400,91247,Great Britain,London Gatwick,IMPERIAL BRANDS
MARLBORO - SOL SHUFFLE MENTHOL KS RCB 600 (PROMO) C MUL SPECIAL OUTER WHITE - TURKEY DF,600,141876,Turkey,Dalaman Airport,PMI
KENT - CONVERTIBLES KS RCB C,200,59762,China,Taiyuan Wusu,BAT
KENT - CONVERTIBLES KS RCB C,200,59762,China,Hangzhou Xiaoshan,BAT
CAMEL - ACTIVA DOUBLE FRESHNESS MENTHOL KS BOX C,240,91074,Switzerland,Zurich,JTI
DUNHILL - KS BOX,200,43342,China,Nanning Wuxu,BAT
KENT - SURROUND (GREY) 100's BOX,200,60733,Norway,Trondheim,BAT
DAVIDOFF - GOLD KS BOX,200,88458,Austria,Vienna,IMPERIAL BRANDS
WINSTON - BLUE KS BOX,400,54088,Switzerland,Zurich,JTI
CAMEL - KS BOX,400,43011,Colombia,Bogota,JTI
L&M - RED LABEL (5.0 CWB) KS RCB 400 - TURKEY DF,400,122595,Turkey,Antalya Gazipasa Airport,PMI
MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOS WHITE - SINGAPORE DF,200,122552,Singapore,Singapore - Changi,PMI
MARLBORO - RED 3.5 KS BOX - CANARY ISLANDS DF - IDM SPAIN,200,125678,Canary Islands,La Palma,PMI
MILD SEVEN - INTERNATIONAL KS BOX,200,45709,China,Wuhan Tianhe,JTI
VOGUE - BLEU 100's BOX SLIMS,200,50530,Italy,Verona,BAT
MARLBORO - GOLD (3.5) KS RCB - ITALY DF - IDM ITALY,200,122498,Italy,Torino,PMI
WINSTON - BLUE 100's BOX SUPERSLIMS,200,54235,Russia,Moscow - Domodedovo,JTI
MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - TURKEY DF,600,113756,Turkey,Samsun Airport,PMI
MARLBORO - RED 3.5 KS BOX - SPAIN DF - IDM SPAIN,200,125679,Spain DP,Barcelona,PMI
WINSTON - CABIN 8 KS BOX,200,99617,Japan,Tokyo - Narita,JTI
DUNHILL - SPECIAL RESERVE KS BOX,200,43355,Trinidad and Tobago,Piarco,BAT
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,China,Dalian Zhoushuizi,BAT
WINSTON - CLASSIC RED KS BOX,200,45379,Canary Islands,La Palma,JTI
CAMEL - BLUE KS BOX,200,52735,Italy,Torino,JTI
VOGUE - BLEUE 100's BOX SUPERSLIMS,400,51105,Switzerland,Basel,BAT
RICHMOND - SUPERKINGS 100's BOX,200,44644,Canary Islands,Fuerteventura,IMPERIAL BRANDS
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,China,Weihai Dashuibo,BAT
MARLBORO - GOLD (3.5) 100's RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139306,Colombia,Cartagena de Indias,PMI
WINSTON - LIGHTS KS BOX,600,45191,Morocco,Oujda,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,France,Paris Orly,BAT
SUPERKINGS - BLUE 100's BOX,200,46019,France,Paris Orly,IMPERIAL BRANDS
LUCKY STRIKE - KS BOX,200,43972,China,Nanning Wuxu,BAT
L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - GENERIC DF-ENG TXT,200,123648,Tunisia,Jerba,PMI
MILD SEVEN - ONE KS BOX,200,46248,China,Dalian Zhoushuizi,JTI
FORTUNA - KS BOX,400,43467,Morocco,Casablanca,IMPERIAL BRANDS
ROTHMANS - INTERNATIONAL KS BOX,200,45801,Greece,Alexandoupolis,BAT
DAVIDOFF - MENTHOL 90's BOX,200,47107,China,Kunming Wujiaba,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) KS RCB - SERBIA DF - IDM SERBIA,200,139267,Serbia,Nis,PMI
MARLBORO - SOL SHUFFLE MENTHOL KS RCB 600 (PROMO) C MUL SPECIAL OUTER WHITE - TURKEY DF,600,141876,Turkey,Izmir Airport,PMI
PALL MALL - (BLUE) KS BOX,200,51685,Spain,Madrid Barajas,BAT
YU XI - (GOLD) KS BOX,200,53543,China,Zhengzhou Xinzheng,CHINA NATIONAL
MARLBORO - BLOSSOM FUSION MENTHOL KS BOX C CHI WHITE - JAPAN DF,200,138184,Japan,Kagoshima,PMI
DUNHILL - FINE CUT BURGUNDY KS BOX,200,87891,Mexico,Los Cabos,BAT
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,400,122500,Italy,Bergamo,PMI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,123636,France DP,Toulouse,PMI
RICHMOND - SUPERKINGS MENTHOL MENTHOL 100's BOX,200,91247,Great Britain,Humberside,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOS - GENERIC DF-ENG TXT - ALTERNATIVE,200,125596,Iraq,Baghdad,PMI
CHESTERFIELD - ORIGINAL (4.0) KS BOX - GENERIC DF-ENG TXT,200,124032,Mexico,Cozumel,PMI
SUPERKINGS - BLUE 100's BOX,200,46019,Spain,Sevilla,IMPERIAL BRANDS
DAVIDOFF - RICH BLUE 90's OCTAGONAL PACK,200,54262,Morocco,Oujda,IMPERIAL BRANDS
UNDEFINED,0,0,Poland,Bydgoszcz,IMPERIAL BRANDS
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Tanzania,Kilimanjaro,IMPERIAL BRANDS
NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,92510,Caribbean Other,Basseterre (Saint Kitts),JTI
ESSE - CHANGE W 100's BOX C SUPERSLIMS,200,94328,India,Bangalore,KT & G
LUCKY STRIKE - BLACK RS SOFT,200,58640,Japan,Osaka - Kansai,BAT
WINSTON - BLUE KS BOX,200,54088,Indonesia,Ngurah Rai,JTI
STERLING - SUPERKINGS (RED) 100's BOX,400,61077,Mexico,Cancun,JTI
DAVIDOFF - EVOLVE PURPLE MIST MENTHOL KS RCB C,200,130408,Mexico,Cancun,IMPERIAL BRANDS
MURATTI - SUPER SLIMS (BLUE) 100's BOX SUPERSLIMS TRANSPARENT BUNDLE WHITE - ENGLISH GHW TPD2 DF - IDM GREECE,200,121895,Greece,Corfu,PMI
NOBEL - KS BOX,200,44321,Spain,Barcelona,IMPERIAL BRANDS
PARLIAMENT - NIGHT BLUE 100's RCB WHITE - JAPAN DF,200,97143,Japan,Takamatsu,PMI
WINSTON - (RED) KS BOX,200,56993,China,Shenyang Taoxian,JTI
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - GENERIC DF-ENG TXT,200,139312,Mexico,Mazatlan,PMI
MARLBORO - GOLD (3.5) KS RCB (PROMO) - GENERIC DF-ENG TXT,200,147065,Morocco,Agadir,PMI
LAMBERT & BUTLER - KS BOX,100,43912,Norway,Bergen,IMPERIAL BRANDS
UNDEFINED,0,0,Jamaica,Montego Bay,BAT
DAVIDOFF - GOLD KS BOX,600,88458,Kuwait,Kuwait,BAT
VOGUE - BLEU 100's BOX SLIMS,200,50530,Morocco,Tangier,BAT
PARLIAMENT - ONE KS RCB JUMBO RC WHITE - KOREA DF - IDM KOREA,200,121941,South Korea,Busan - Kimhae (downtown),PMI
GAULOISES - BLONDES (RED) KS BOX,200,45358,Tunisia,Tunis,IMPERIAL BRANDS
EXPORT A - FULL FLAVOUR KS BOX,200,57328,Mexico,Los Cabos,JTI
BENSON & HEDGES - SILVER KS BOX,200,42858,Spain,Sevilla,BAT
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Albania,Tirana,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,Poland,Olsztyn,JTI
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,Great Britain,East Midlands,JTI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,123636,France,Grenoble,PMI
SUPERKINGS - BLUE 100's BOX,200,46019,Great Britain,Bournemouth,IMPERIAL BRANDS
STERLING - KS BOX,200,44904,Croatia,Zagreb,JTI
CAMEL - (BLUE) KS BOX,400,45351,Cape Verde,Rabil,JTI
DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,200,103541,United Arab Emirates,Abu Dhabi,BAT
MARLBORO - WHITE (3.5) KS RCS WHITE - UAE DF,200,123039,United Arab Emirates,Abu Dhabi,PMI
RAISON - FRENCH SSOM KS BOX C,200,137109,South Korea,Daegu (downtown),KT & G
DAVIDOFF - GOLD 100's BOX SUPERSLIMS,200,57670,Saudi Arabia,DAMMAM,IMPERIAL BRANDS
SUPERKINGS - BLACK 100's BOX,200,70127,Greece,Rhodes,IMPERIAL BRANDS
FORTUNA - RED LINE KS BOX,200,61088,Canary Islands,Tenerife,IMPERIAL BRANDS
WINSTON - BLUE KS RCB,400,53483,South Africa,Cape Town,JTI
MARLBORO - (GOLD 3.0) KS RCS 600 SPECIAL OUTER WHITE - LEBANON DF - IDM LEBANON,600,122131,Oman,Muscat,PMI
CAMEL - ACTIVATE (BLUE) KS CURVE PACK C,200,91604,Mexico,Cancun,JTI
UNDEFINED,0,0,Japan,Aomori,JTI
REGAL - KS BOX,600,44605,Colombia,Bogota,IMPERIAL BRANDS
DAVIDOFF - (WHITE) 90's OCTAGONAL PACK,200,52524,Morocco,Al Hoceima,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL RED KS BOX,100,51260,Norway,Bergen,BAT
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Brazil,Salvador,PMI
MARLBORO - SILVER BLUE (3.5) KS RCS WHITE - GENERIC DF-ENG TXT,200,123513,United Arab Emirates,Sharjah,PMI
ROTHMANS - (BLUE) KS BOX,200,46008,United Arab Emirates,Abu Dhabi,BAT
KENT - NANOTEK (SILVER) KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55421,Gabon,Gabon,BAT
SEVEN STARS,200,37891,Cambodia,Phnom Penh,JTI
MARLBORO - TROPICAL SPLASH MENTHOL KS BOX C MUL WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,125149,China,Xiamen Gaoqi,PMI
20 MARS - INTERNATIONAL LS BOX,200,44004,Tunisia,Tunis,REGIE NATIONAL
ROTHMANS - (BLUE) KS BOX,200,46008,Saudi Arabia,RIYADH,BAT
MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,114700,Tanzania,Kilimanjaro,PMI
CAMEL - (RED) KS BOX,400,52443,Tunisia,Tunis,JTI
MARLBORO - TOUCH AQUA MENTHOL KS DSP C SLIMS WHITE - TURKEY DF,200,124799,Turkey,Trabzon Airport,PMI
MEVIUS - WIND BLUE KS RCB,200,89727,Taiwan,Taichung,JTI
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Morocco,Tangier,PMI
CAMEL - FILTER KS BOX,600,88440,Turkey,Antalya Gazipasa Airport,JTI
DAVIDOFF - (WHITE) KS BOX,200,70865,India,Bangalore,IMPERIAL BRANDS
UNDEFINED,0,0,Panama,Panama Tocumen,JTI
MAYFAIR - SKY BLUE KS BOX,400,46686,Brazil,Sao Paulo - Guarulhos,JTI
WINSTON - (RED) 100's BOX,200,56994,Spain,Mahon Airport,JTI
CAMEL - (BLUE) KS BOX,200,45351,Nigeria,Abuja,JTI
NEWS - KS BOX,200,44311,Tunisia,Tunis,IMPERIAL BRANDS
REGAL - KS BOX,200,44605,Great Britain,London Luton,IMPERIAL BRANDS
STATE EXPRESS 555 - GOLD KS BOX,200,59744,China,Qingdao Liuting,BAT
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Spain DP,Bilbao,IMPERIAL BRANDS
MARLBORO - EXOTIC SHUFFLE MENTHOL KS RCB 600 (PROMO) C MUL SPECIAL OUTER WHITE - TURKEY DF,600,152491,Turkey,Istanbul Airport,PMI
DAVIDOFF - CLASSIC KS BOX,200,88459,Turkey,Bodrum Airport,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL SILVER (BLUE) KS BOX,200,57677,Indonesia,Ngurah Rai,BAT
WINSTON - KS BOX,200,45182,China,Guiyang Longdongbao,JTI
KARELIA - WHITE KS BOX,200,51666,Greece,Heraklion Airport,KARELIA TOBACCO
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,Spain DP,Sevilla,JTI
RICHMOND - KS BOX,200,44637,Greece,Kos,IMPERIAL BRANDS
WEST - RED KS BOX,400,46023,Kosovo,PRISTINA,IMPERIAL BRANDS
NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,92510,Grenada,St. George's Point Saline,JTI
MARLBORO - TROPICAL SPLASH MENTHOL KS BOX C MUL WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,125149,China,Wenzhou Longwan,PMI
KENT - SURROUND (SILVER) KS RCB,200,107236,Macedonia,Ohrid,BAT
SOBRANIE - LONDON BLUE KS OCTAGONAL PACK,200,58287,Russia,Moscow - Vnukovo,JTI
PUEBLO - (BROWN) KS BOX,200,87679,United Arab Emirates,Sharjah,POESCHL TABAK
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Egypt,Sphinx,PMI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Egypt,Sphinx,PMI
MAYFAIR - SKY BLUE KS BOX,400,46686,Great Britain,London Luton,JTI
MARLBORO - RED 3.5 KS BOS - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,125594,Kuwait,Kuwait,PMI
DUNHILL - FINE CUT BURGUNDY KS BOX,400,87891,Mexico,Mexico City,BAT
LUCKY STRIKE - BOOST MENTHOL KS BOX C,600,94530,Turkey,Gaziantep Airport,BAT
PUEBLO - KS BOX,200,55812,Mongolia,Ulaanbaatar,POESCHL TABAK GMBH
CAMEL - BLUE KS BOX,400,52735,France,Lyon Saint Exupery,JTI
DUNHILL - INTERNATIONAL KS BOX,200,47577,Turkey,Kayseri Airport,BAT
MARLBORO - (GOLD 3.0) KS RCS 400 WHITE - GCC DF,400,113962,Bahrain,Manama,PMI
BENSON & HEDGES - KS BOX,400,45433,Great Britain,Newcastle,BAT
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,China,Beijing,BAT
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Brazil,Sao Paulo - Guarulhos,PMI
CHESTERFIELD - ORIGINAL RED KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,121898,Reunion,Roland Garros,PMI
MAYFAIR - KS BOX,600,44279,Great Britain,London Heathrow,JTI
MARLBORO - TOUCH 3.5 KS RCS SLIMS WHITE - GENERIC DF-ENG TXT,200,123438,Bahrain,Manama,PMI
PALL MALL - (RED) KS BOX,200,53263,Spain DP,Palma De Mallorca,BAT
L&M - BLUE LABEL (NON TRAVEL) KS RCB - ITALY DF - IDM ITALY,200,121006,Italy,Rome Fiumicino,PMI
PARLIAMENT - NIGHT BLUE KS RCB WHITE - TURKEY DF,200,85806,Turkey,Gaziantep Airport,PMI
PARLIAMENT - PLATINUM BLUE KS RCS JUMBO RC WHITE - UAE DF,200,120601,United Arab Emirates,Sharjah,PMI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,125087,Aruba,Oranjestad,PMI
MARLBORO - TOUCH BLUE KS DSP SLIMS WHITE - TURKEY DF,200,124801,Turkey,Samsun Airport,PMI
SEVEN STARS - LIGHTS KS SOFT,200,50060,China,Hangzhou Xiaoshan,JTI
PALL MALL - (RED) KS BOX,600,53263,Tunisia,Tunis,BAT
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,Spain,Valencia,JTI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,400,97296,Turkey,Ankara Airport,JTI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,400,97296,Turkey,Izmir Airport,JTI
DOUBLE HAPPINESS - KS BOX,200,46152,China,Beijing,NANYANG BROTHERS
L&M - RED LABEL KS RCB 600 - TURKEY DF,600,87049,Turkey,Kayseri Airport,PMI
LUCKY STRIKE - BLUE KS BOX,200,57357,Spain,Palma De Mallorca,BAT
MARLBORO - (RED FWD) KS RCB TRANSPARENT BUNDLE - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,125037,Great Britain,London Heathrow,PMI
LUCKY STRIKE - DOUBLE CLICK WILD KS BOX C,200,99175,Brazil,Brasilia,BAT
L&M - RED LABEL KS RCB - TURKEY DF,200,42447,Turkey,Samsun Airport,PMI
MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,125837,Tunisia,Tunis,PMI
NATURAL AMERICAN SPIRIT - (BLUE) KS BOX,240,54054,Switzerland,Geneva,JTI
RAISON - SUN PRESSO KS BOX C,200,95025,South Korea,Daegu (downtown),KT & G
DOUBLE HAPPINESS - SUPER MILD KS BOX,200,58266,China,Wuhan Tianhe,NANYANG BROTHERS
MEVIUS - SKY BLUE KS RCB,200,89726,China,Dalian Zhoushuizi,JTI
WINSTON - CLASSIC KS BOX,200,54087,Guadalupe,Pointe-a-Pitre,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Dominican Republic,Samana El Catey,PMI
MARLBORO - DOUBLE FUSION PURPLE KS RCB 600 C SPECIAL OUTER WHITE - TURKEY DF,600,118939,Turkey,Kayseri Airport,PMI
MARLBORO - (GOLD 3.0) KS RCB 400 - TURKEY DF,400,113638,Turkey,Samsun Airport,PMI
MARLBORO - SILVER BLUE (3.5) KS RCS 600 SPECIAL OUTER WHITE - TURKEY DF,600,137513,Turkey,Antalya Gazipasa Airport,PMI
MARLBORO - BLOSSOM FUSION MENTHOL KS BOX C CHI WHITE - JAPAN DF,200,138184,Japan,Tokyo - Haneda,PMI
DUCADOS - (BLUE/WHITE) KS SOFT,200,46625,Spain DP,Sevilla,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,Germany,Duesseldorf,JTI
DUNHILL - INTERNATIONAL 100's BOX,200,46041,China,Chengdu Tianfu,BAT
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,122449,Spain DP,Ibiza,PMI
MEVIUS - LIGHTS 8 100's RCB,200,88962,Japan,Chubu,JTI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,122449,Spain,Valencia,PMI
DOUBLE HAPPINESS - CLASSIC DELUXE LS BOX,200,85873,Brazil,Rio de Janeiro,CHINA NATIONAL
MARLBORO - (GOLD 3.0) KS RCS WHITE - RUSSIA DF - IDM RUSSIA,200,121978,Russia,Novosibirsk,PMI
DJARUM - BLACK KS BOX,200,54694,Turkey,Cukurova Airport,P.T. DJARUM
WEST - RED KS BOX,200,46023,Canary Islands,Gran Canaria,IMPERIAL BRANDS
WINSTON - CLASSIC RED KS BOX,600,45379,Turkey,Istanbul Asia Airport,JTI
KENT - WHITE KS RCB,600,56256,Turkey,Kayseri Airport,BAT
WINSTON - KS RCB,200,54535,Greece,Alexandoupolis,JTI
MEVIUS - SKY BLUE KS RCB,200,89726,Malaysia,Johor Bahru,JTI
MAYFAIR - SKY BLUE KS BOX,400,46686,Great Britain,Birmingham,JTI
DOUBLE HAPPINESS - DELUXE (RED) KS BOX,200,103412,China,Xian Xianyang,NANYANG BROTHERS
MARLBORO - GOLD (2.0 ORIGINAL) KS BOX 25 TRANSPARENT BUNDLE - AUSTRALIA DOM,200,99568,Australia,Brisbane,PMI
RICHMOND - KS BOX,200,44637,Spain DP,Barcelona,IMPERIAL BRANDS
L&M - BLUE LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123639,Ethiopia,Addis Ababa,PMI
MARLBORO - PURPLE MENTHOL KS BOX C TRU WHITE - CHINA DF - IDM CN05 SUNRISE DF (RS),200,110727,China,Shanghai Pudong,PMI
MARLBORO - GOLD TOUCH 3.5 KS RCT SLIMS - ITALY DF - IDM ITALY,200,123091,Italy,Milan - Malpensa,PMI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Egypt,Luxor,PMI
MARLBORO - (GOLD 3.0) KS RCB WHITE - JAPAN DF,200,113865,Japan,Miyazaki,PMI
MARLBORO - (RED FWD) KS BOX - JAPAN DF,200,96046,Japan,Hiroshima,PMI
MARLBORO - TOUCH AQUA KS RCS 600 C SLIMS WHITE - TURKEY DF,600,122201,Turkey,Istanbul Asia Airport,PMI
PARLIAMENT - HYBRID KS RCB C JUMBO RC WHITE - KOREA DF - IDM KOREA,200,121949,South Korea,Busan - Kimhae,PMI
PARLIAMENT - NIGHT BLUE KS RCB 200 JUMBO RC WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,122803,China,Yantai Penglai,PMI
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,88913,Jordan,Aqaba,IMPERIAL BRANDS
OME - 100's L-STICK BOX SUPERSLIMS,200,103401,Greece,Heraklion Airport,KARELIA TOBACCO
PARLIAMENT - AQUA BLUE KS RCS 400 TRANSPARENT BUNDLE WHITE - GENERIC DF-ENG TXT,400,122946,Qatar,Doha,PMI
DUNHILL - FINE CUT (GREEN) MENTHOL KS BOX,200,55329,South Korea,Jeju,BAT
DUNHILL - NEW 3MG KS OCTAGONAL PACK,200,97341,South Korea,Busan - Kimhae (downtown),BAT
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,Jamaica,Montego Bay,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,400,51260,Martinique,Fort-de-France,BAT
DAVIDOFF - GOLD KS BOX,200,88458,Austria,Graz,IMPERIAL BRANDS
DUNHILL - INTERNATIONAL KS BOX,200,47577,Great Britain,London Stansted,BAT
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105626,China,Hangzhou Xiaoshan,PMI
SILK CUT - PURPLE KS BOX,200,45375,France DP,Lyon Saint Exupery,JTI
PALL MALL - LIGHTS KS BOX,200,44404,Turkey,Cukurova Airport,BAT
WINSTON - EXPAND DUO KS BOX C,600,121580,Turkey,Ankara Airport,JTI
LUCKY STRIKE - RED KS BOX,200,45366,Germany,Stuttgart,BAT
MARLBORO - ICE BLAST MICRO MENTHOL 100's BOX C SUPERSLIMS WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,109526,China,Qingdao Liuting,PMI
MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,122496,Spain DP,Malaga,PMI
MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,122496,Spain DP,Granada,PMI
L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - GENERIC DF-ENG TXT,200,123648,Morocco,Marrakech,PMI
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,122864,China,Wuhan Tianhe,PMI
CAMEL - (YELLOW) KS BOX,600,49844,Mexico,Mazatlan,JTI
MONTE CARLO - RED KS RCB,200,53862,Turkey,Gaziantep Airport,JTI
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,Italy,Ciampino Airport,BAT
DOUBLE HAPPINESS - KS BOX,200,46152,China,Hohhot Baita,CHINA NATIONAL
STERLING - KS BOX,600,44904,Great Britain,London Gatwick,JTI
BOND STREET - BLUE SELECTION KS RCB - RUSSIA DF - IDM RUSSIA,200,122010,Russia,Astrakhan,PMI
THIS - PLUS KS BOX,200,46910,South Korea,Incheon,KT & G
MARLBORO - RED 3.5 KS BOX - SPAIN DF - IDM SPAIN,200,125679,Spain,Bilbao,PMI
KENT - HD INFINA KS RCB,600,57194,El Salvador,San Salvador Comalapa,BAT
303 - MENTHOL KS BOX SUPERSLIMS,200,103463,United Arab Emirates,Dubai,OTHER LOCAL TMO IND.
DAVIDOFF - GOLD 90's OCTAGONAL PACK,400,45962,Turkey,Eskisehir Airport,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Mexico,Puerto Vallarta,PMI
ROTHMANS - INTERNATIONAL KS BOX,200,45801,Greece,Corfu,BAT
WEST - RED KS BOX,400,46023,Switzerland,Geneva,IMPERIAL BRANDS
DAVIDOFF - KS BOX,200,43244,China,Yantai Penglai,IMPERIAL BRANDS
DUNHILL - INTERNATIONAL KS BOX,200,47577,France,Nantes,BAT
LUCKY STRIKE - (PURPLE) KS BOX,200,97914,China,Chengdu Tianfu,BAT
PALL MALL - (BLUE) KS BOX,200,51685,Spain,Gerona,BAT
ESSE - SPECIAL GOLD 1MG 100's BOX SUPERSLIMS,200,58557,Japan,Osaka - Kansai,KT & G
BENSON & HEDGES - SILVER KS BOX,200,42858,Great Britain,Birmingham,BAT
LUCKY STRIKE - ORIGINAL RED KS BOX,400,51260,Morocco,Ouarzazate,BAT
WINSTON - (RED) 100's BOX,200,56994,Canary Islands,Lanzarote,JTI
WINSTON - EXCEL (BLACK CAPSULE) MENTHOL KS RCB C,1,85545,Morocco,Fes,JTI
BENSON & HEDGES - GOLD KS BOX,200,42846,Mauritania,Nouakchott,BAT
DAVIDOFF - (WHITE) KS BOX,200,70865,Indonesia,Ngurah Rai,IMPERIAL BRANDS
JINSHENG - BOX KS BOX,200,115775,Japan,Osaka - Kansai,CHINA NATIONAL
VOGUE - MENTHE MENTHOL 100's BOX SUPERSLIMS,600,51102,Tunisia,Monastir,BAT
LAMBERT & BUTLER - KS BOX,400,43912,Bulgaria,Sofia,IMPERIAL BRANDS
DAVIDOFF - (WHITE) 90's OCTAGONAL PACK,200,52524,Morocco,Agadir,IMPERIAL BRANDS
CAMEL - CRAFT MENTHOL 5 MENTHOL KS BOX,200,131412,Japan,Osaka - Kansai,JTI
WINSTON - FRESH MENTHOL 100's BOX SUPERSLIMS,200,54233,Switzerland,Geneva,JTI
STERLING - SUPERKINGS 100's BOX,200,44906,Turkey,Bodrum Airport,JTI
WINSTON - (RED) KS BOX,200,56993,Greece,Corfu,JTI
