Year,EBROMId,Volume
2024,60194395,5396
2024,50046375,491
2024,60210433,67628
2024,50034937,791
2024,50003506,28236
2024,50069856,1195826
2024,60171326,37309
2024,60240445,3691
2024,60079039,50554
2024,60210595,13781
2024,60258118,142494
2024,60065768,18912
2024,60137296,143850
2024,60124695,13768
2024,60078047,31215
2024,60210055,11348
2024,60209869,68
2024,60182972,4649
2024,60135615,217773
2024,60185182,350
2024,60168388,6262
2024,60239882,36633
2024,60196900,17519
2024,60165734,252853
2024,50011828,1276
2024,60256299,2766
2024,60212403,28
2024,60118695,155502
2024,60075106,2549
2024,60038239,381831
2024,60276045,63728
2024,60170333,73
2024,50069162,11843
2024,50053944,283822
2024,60205438,62049
2024,60199036,622
2024,60125578,2194867
2024,60258648,52
2024,60130490,206
2024,60128413,72013
2024,60240033,67346
2024,50065395,4
2024,60063021,17376
2024,60165390,79169
2024,50028771,544248
2024,60096069,1094
2024,60213832,123207
2024,60257834,15609
2024,60206045,4471
2024,60237553,20182
2024,60120196,224
2024,50052865,447897
2024,60169126,1376
2024,60237483,7
2024,60166673,14156
2024,60095748,464524
2024,60238494,5727
2024,60070949,854
2024,60239157,1083
2024,60196053,6426
2024,60194458,15
2024,60082182,36303
2024,60207377,14983
2024,60040537,99571
2024,60074051,64435
2024,60124667,46056
2024,60273365,97561
2024,60205473,61982
2024,60212639,32249
2024,60209276,26714
2024,60038153,104
2024,60053986,155205
2024,50072211,156480
2024,50054934,227341
2024,60230640,325762
2024,60199103,24241
2024,60062654,184067
2024,50071462,6
2024,60183579,134073
2024,50072620,16010
2024,60063509,127862
2024,50060301,183
2024,60193937,6903
2024,50034751,24434
2024,60135616,269999
2024,50075322,135344
2024,60197514,871
2024,60061717,10410
2024,50080810,923124
2024,60165158,740544
2024,60065386,779
2024,60195517,34122
2024,50064354,4491
2024,60058138,26407
2024,60056965,16253
2024,60081585,109
2024,60120831,83
2024,60199183,39492
2024,60099428,11530
2024,60239364,1215
2024,60205783,7695
2024,60209861,2752
2024,60071698,23891
2024,60206952,1477
2024,60079056,19
2024,60064657,1
2024,60277937,994
2024,60211779,1874810
2024,60199016,286479
2024,50046652,9704
2024,60276283,82944
2024,60061389,22081
2024,60048719,33
2024,50072535,671
2024,50040408,1280045
2024,60118506,602189
2024,60130767,33314
2024,60247007,2297
2024,50072477,103
2024,60208483,268
2024,50059030,16486
2024,60185188,61428
2024,50032000,356
2024,60137738,2887
2024,50073945,22998
2024,60120502,4722
2024,50080872,45410
2024,60257408,14785
2024,60126757,17177
2024,60205474,2352
2024,60230985,628
2024,60078120,27
2024,60135645,2574
2024,60214642,1166
2024,60193993,11944
2024,60257299,14542
2024,60258080,81891
2024,60137812,4439
2024,60065512,6903
2024,50064128,3101
2024,60205912,2268
2024,50050941,16255
2024,60064153,30562
2024,60078913,10820
2024,60197119,1472
2024,60240497,404997
2024,60212103,14167
2024,50071684,5960
2024,60120826,14844
2024,60210120,31
2024,50019675,50981
2024,60242394,65431
2024,50000721,13164
2024,60230262,7408
2024,50050096,2636
2024,60100006,107
2024,60051525,31992
2024,60199459,25150
2024,60196444,61387
2024,60210001,1810
2024,60234958,41397
2024,60258008,322866
2024,60210423,5
2024,60137703,18644
2024,60236936,9189
2024,60236482,73666
2024,60240550,358
2024,60183535,1672
2024,50033125,2014
2024,60213945,34513
2024,50040544,32191
2024,50056938,16871
2024,60206105,19768
2024,60234293,309
2024,60065471,12751
2024,60118894,624
2024,60130397,92808
2024,60126792,31883
2024,60196373,6320
2024,60076376,14831
2024,60121180,377027
2024,50080920,9403
2024,60121147,90508
2024,50074040,4613
2024,60194682,531597
2024,50019698,44798
2024,60124444,4465
2024,60209733,80974
2024,60125434,11623
2024,60211945,192916
2024,60054831,134138
2024,60212185,420572
2024,60237661,548917
2024,60164791,3945
2024,60240099,51006
2024,60125295,218204
2024,60074035,636100
2024,60212455,413309
2024,60165105,61518
2024,60236437,2157
2024,60122036,5448
2024,60057883,16
2024,60238358,6592
2024,60126168,52605
2024,60038458,58995
2024,60169172,970
2024,50011826,18356
2024,60208304,22295
2024,60169002,387
2024,60258664,68199
2024,60169928,7595
2024,60199502,15086
2024,60209377,127905
2024,60096235,33353
2024,50033990,31858
2024,60211977,6595
2024,60235744,4907
2024,60210552,4095124
2024,50037295,82171
2024,50002072,577002
2024,60162874,238080
2024,60243061,11051
2024,60129196,51
2024,60210155,9849
2024,60055630,15283
2024,60196502,5532
2024,60058037,32579
2024,60046623,1990
2024,60123012,7396
2024,60205790,1079842
2024,50008734,1674
2024,50042198,13437
2024,50044952,62797
2024,60238618,303
2024,60195940,177212
2024,60207131,4176
2024,50045472,52412
2024,60098836,15
2024,60207385,36
2024,60194774,606365
2024,60196448,45776
2024,60165023,155628
2024,60070811,2036364
2024,60182763,6
2024,50054823,237
2024,60206094,9798
2024,50023355,9039
2024,60192515,45144
2024,50009225,2111
2024,60238876,34585
2024,60231179,1004
2024,60163943,308
2024,60170487,15726
2024,60188638,78496
2024,60241378,64
2024,60136983,2185
2024,60237769,52758
2024,60184728,10
2024,60125208,153535
2024,60209279,1062
2024,60122959,33923
2024,60230258,5645
2024,50070198,59
2024,60206006,112
2024,60237571,7419
2024,60246891,4983
2024,60233570,5609
2024,60048085,1898522
2024,60135144,15410
2024,60136710,25
2024,60194879,3099
2024,60162354,112
2024,60164039,104431
2024,60212001,140
2024,60205990,8662
2024,60072635,3860
2024,60168706,1163688
2024,60061324,15932
2024,60240496,430962
2024,50066349,2663
2024,60256947,563278
2024,60162306,3554
2024,60230967,192
2024,60125736,55722
2024,60129968,607706
2024,60209809,19
2024,50036481,309
2024,60162537,470749
2024,50008363,31027
2024,60240097,47184
2024,60208163,9169
2024,60123070,127225
2024,60123728,59580
2024,60118469,27864
2024,60230158,60113
2024,60163198,11779
2024,60209029,1206
2024,60062161,20630
2024,60046070,6962
2024,60207282,8448
2024,60211758,4891
2024,60242021,51794
2024,60117971,2931
2024,60123488,9111
2024,60223245,29755
2024,60167158,137605
2024,50033509,34414
2024,60136695,235948
2024,60098916,6147
2024,60124275,542
2024,60197522,2314
2024,60211436,277292
2024,60040113,95320
2024,60233429,76348
2024,60081581,6184
2024,60206039,281698
2024,60063769,25757
2024,60125219,25743
2024,60136057,13321
2024,60124175,6691
2024,60275202,23199
2024,60205949,8076
2024,60235031,365
2024,60052363,23747
2024,60223243,7050
2024,60165039,9670
2024,60238499,16729
2024,60049210,6731
2024,60098821,1326
2024,60169966,473
2024,60163997,2844627
2024,60037966,142
2024,50041782,207188
2024,60041162,29596
2024,50021436,853
2024,60122719,2111
2024,50066025,179857
2024,60258645,3218
2024,60130194,20564
2024,60046974,15522
2024,60125050,692134
2024,60122039,3054
2024,60231690,10716
2024,50068111,79049
2024,60184703,74
2024,60212837,10372
2024,60167785,2027
2024,50008672,19421
2024,60236981,24
2024,60271634,875069
2024,60037286,50326
2024,60198910,23555
2024,60199383,41765
2024,60240842,8229
2024,60126795,57722
2024,60078756,21646
2024,60243269,50964
2024,60125925,36959
2024,50049058,3166
2024,60206588,72692
2024,60194264,45426
2024,60237696,2144
2024,60129318,12376
2024,60135489,216045
2024,50057655,611072
2024,60137637,11944
2024,60241373,58
2024,60075605,26962
2024,60240529,2171
2024,50073876,1365
2024,60212669,912
2024,60212692,66644
2024,60257029,79301
2024,50014516,508
2024,60184612,74570
2024,60119574,25632
2024,60197832,115050
2024,60207996,788
2024,50072469,104
2024,60129569,620340
2024,50077809,3604
2024,50032710,21844
2024,60058230,9634
2024,60136763,29148
2024,60050646,1143808
2024,50048198,341140
2024,50067757,92078
2024,60135976,31079
2024,60236523,538501
2024,60130896,77712
2024,60212862,18833
2024,60135428,151447
2024,50078373,15344
2024,60170103,18294
2024,60130864,340
2024,60075424,972
2024,50078000,73321
2024,60196296,245
2024,60121177,46490
2024,60126714,7476
2024,60258032,8175
2024,50008742,8844
2024,60193675,642771
2024,50001644,1951
2024,60236515,4717
2024,60231178,2425
2024,60234048,16411
2024,60162308,63153
2024,60166902,320
2024,60196974,4881
2024,60170014,25
2024,60125541,353
2024,60166210,6449
2024,60125286,401446
2024,50072502,257
2024,60256609,16
2024,60257912,13081
2024,60062874,30023
2024,60232889,765
2024,60234882,108782
2024,60127692,4137
2024,50066023,29264
2024,60188311,11
2024,60230096,144225
2024,60242712,35234
2024,60123328,10106
2024,60199139,133766
2024,60167084,205547
2024,50052342,5202
2024,60073300,156366
2024,60239035,17461
2024,60210409,14
2024,60246655,15006
2024,60243520,2175
2024,60183468,265937
2024,60063529,91816
2024,60166450,15
2024,60233409,187181
2024,60247494,6411
2024,60213308,1124
2024,60164667,2301
2024,60196321,61028
2024,60210730,12769
2024,60205707,82479
2024,50014215,2073
2024,50049891,1399258
2024,60135648,10258
2024,50063717,116586
2024,50073662,26161
2024,50019871,382
2024,60166728,568057
2024,50071626,36
2024,60206063,12370
2024,60123079,31947
2024,60062167,430828
2024,60075371,18251
2024,60072969,175984
2024,50037907,13995
2024,60257319,1515854
2024,60256497,36679
2024,60123734,3124
2024,60062113,61724
2024,50080873,99
2024,50006007,295885
2024,50052341,43107
2024,60168414,271816
2024,50063706,21817
2024,50040542,8647
2024,60235035,7947
2024,60199351,6573
2024,50015242,784122
2024,60210437,106133
2024,60207344,5138
2024,60273698,84773
2024,60210816,163308
2024,50057951,25588
2024,60188811,5090
2024,60082496,222
2024,60054334,52121
2024,60098000,7848
2024,60212413,614
2024,50009242,1497051
2024,60127947,146951
2024,60242395,26145
2024,60046146,286611
2024,60183252,2925
2024,50045320,18215
2024,60230561,157
2024,60126918,12718
2024,60213314,106454
2024,60240927,1218
2024,60130962,903001
2024,60168395,2830
2024,50028760,22638
2024,60205483,3687
2024,60240850,218003
2024,60258681,383
2024,60210056,40790
2024,60246476,490
2024,60197482,1316
2024,60126950,162
2024,60246895,92085
2024,60231948,41177
2024,60188942,203
2024,60241108,7828
2024,60199372,13369
2024,60135970,41302
2024,60207332,4
2024,60212143,71133
2024,60170029,941
2024,60238805,37
2024,60195715,4990
2024,60194457,15371
2024,50040402,409722
2024,60193736,7510
2024,60197138,1965
2024,60196306,996114
2024,60166232,29110
2024,60240093,12222
2024,60212419,38692
2024,60097789,44166
2024,50075076,90152
2024,50079098,317182
2024,60209925,97101
2024,50033513,15951
2024,60208216,10871
2024,60256536,177
2024,60209745,7615
2024,60073157,517760
2024,50034005,3531
2024,60239091,1229984
2024,60037880,61047
2024,50046743,13075
2024,60163444,470
2024,50017095,39849
2024,50073864,21689
2024,60126910,25635
2024,60166436,1849
2024,60079791,9594
2024,60214043,6985
2024,50072513,163
2024,60211532,518841
2024,60099745,1248
2024,50028238,12
2024,60136061,22646
2024,60213609,387
2024,60210033,18009
2024,60165030,267990
2024,50050681,6003
2024,60230062,5428
2024,60279799,7
2024,50000737,27821
2024,60075474,15544
2024,50045220,14703
2024,60184677,259
2024,60243258,127863
2024,60097959,188663
2024,60246671,5688
2024,60193511,38668
2024,60214342,49
2024,60235729,720
2024,60231824,316458
2024,60279509,19358
2024,60208283,506508
2024,50015481,24822
2024,60235256,65009
2024,60170011,21
2024,60164845,10345
2024,60051335,89619
2024,60196729,64634
2024,60193616,362720
2024,50040147,7629
2024,60205348,253041
2024,60078640,80338
2024,60232627,1775
2024,50019918,9593
2024,60055483,20962
2024,60062752,1305247
2024,60128799,13553
2024,50033489,20236
2024,50004411,11160
2024,60196651,133687
2024,60240289,64847
2024,60197644,103702
2024,50074474,15172
2024,60209723,534586
2024,60196055,4903
2024,60209989,8642
2024,60276160,890264
2024,60077657,2150
2024,50001479,3838
2024,60233980,160
2024,60046023,1080
2024,60230975,881041
2024,60272187,1117
2024,60044726,64325
2024,60209734,55023
2024,60188864,72019
2024,60064725,131085
2024,60135667,36046
2024,60038090,982920
2024,60120263,702473
2024,50074402,10783
2024,60081353,27555
2024,60051279,21887
2024,60037418,152532
2024,60235069,1038
2024,60242002,177133
2024,60257835,18923
2024,60231730,5
2024,60235760,3352
2024,60208226,9969
2024,50047444,1968
2024,60206866,62963
2024,60041116,30274
2024,50076550,18892
2024,60196596,494311
2024,60126217,3028
2024,60196590,238509
2024,60207739,18877
2024,60081467,1442
2024,60281163,1694
2024,60279513,506
2024,60196566,117
2024,50081563,22938
2024,60124576,84314
2024,60185757,3336
2024,60169895,1122
2024,60188554,68649
2024,60235687,57636
2024,50040422,314868
2024,60077075,14744
2024,50004505,17309
2024,60197634,78314
2024,60199148,2639
2024,60122034,1363
2024,60239218,16095
2024,60193978,85893
2024,60073036,23869
2024,60196774,28786
2024,60272117,7887
2024,60258164,133339
2024,60169385,3915
2024,60233476,35747
2024,60194816,107522
2024,60243390,3901
2024,50048093,65910
2024,60278598,42560
2024,60236203,267506
2024,50046901,2
2024,60209144,1828
2024,50078124,9222
2024,60197172,56442
2024,60211915,8587
2024,60207358,75
2024,60240249,1060812
2024,60047138,1142
2024,50004595,4911
2024,60064452,433909
2024,60136832,17349
2024,60237113,18218
2024,60162606,4639
2024,60130468,6650
2024,50075725,217692
2024,60124579,7319
2024,60205305,182881
2024,60242963,16503
2024,50010789,33510
2024,60230168,2
2024,60166387,67352
2024,60257387,7152
2024,60274742,5348
2024,60208825,463000
2024,60232440,657386
2024,60196446,46127
2024,60188644,76149
2024,60234215,2
2024,60074247,13519
2024,60279281,6795
2024,60037284,3321
2024,50063816,71304
2024,60207729,1
2024,60126804,304889
2024,60207613,2919
2024,60130886,359
2024,60208169,1401
2024,60137635,14183
2024,60061461,64
2024,60212677,4015
2024,50067348,35850
2024,60279539,34486
2024,60123094,2652
2024,60171639,11323
2024,50044543,28344
2024,60257032,1168592
2024,60129803,97646
2024,60098374,298642
2024,60129334,13142
2024,60184702,239563
2024,60238135,391891
2024,60193701,431827
2024,60214384,4654
2024,60240516,6132
2024,60046473,55678
2024,60199501,6292
2024,60193025,280
2024,60274777,900
2024,60210119,35
2024,60040415,156893
2024,50050510,915
2024,60195952,356500
2024,60205917,446683
2024,60098204,3317
2024,50008697,26003
2024,60124697,731
2024,50074373,1
2024,60137517,3296
2024,60230974,1186365
2024,60274474,84
2024,60122967,7694
2024,60095468,1497
2024,60246688,883
2024,60210287,7072
2024,60071098,39213
2024,50073736,8919
2024,60097093,1541209
2024,60170485,15480
2024,50028262,3312
2024,60196327,3251
2024,60273393,32362
2024,60038093,10524
2024,60122685,174
2024,60230884,93543
2024,60199409,2585
2024,60167920,12715
2024,60277198,15046
2024,60230091,447
2024,60118268,18083
2024,60196162,77689
2024,60074795,254942
2024,50055607,10922
2024,60197122,14108
2024,60131047,217062
2024,60239973,350155
2024,60040271,126365
2024,50012140,7772813
2024,60121114,4053
2024,60243139,9957
2024,60126744,1689
2024,60241430,10910
2024,60125015,414147
2024,60231670,3961
2024,60214277,183486
2024,60124577,44710
2024,60238562,49652
2024,50034335,331294
2024,60210011,453
2024,60166101,5
2024,50079056,5217471
2024,50004031,8975
2024,60075857,5482
2024,50033974,3480
2024,60124844,4685
2024,60275791,4830
2024,60184726,27178
2024,50040161,288
2024,60205453,2473
2024,60212082,98789
2024,50039169,38367
2024,60210022,146
2024,60235533,20272
2024,60205558,113
2024,60257802,240
2024,60162538,454747
2024,60240667,14104
2024,60163497,462227
2024,60258185,1555
2024,60210635,5
2024,50016957,6626
2024,60064371,177
2024,60196292,42483
2024,60279494,309
2024,60212013,4644
2024,60165160,151828
2024,60232501,54923
2024,60124905,2905603
2024,50046094,722494
2024,50011049,94953
2024,60046393,164036
2024,50064881,222123
2024,60211200,478446
2024,60121678,115225
2024,60188822,81
2024,60050876,13
2024,60237030,170595
2024,60062018,77949
2024,60258869,153544
2024,60165246,27042
2024,60238951,115984
2024,50051432,673
2024,50049906,663359
2024,60210679,1148
2024,50038540,81168
2024,60236433,893139
2024,60279650,431
2024,60164040,162566
2024,60126799,56987
2024,60242553,20626
2024,50040104,98728
2024,60230642,526569
2024,60240770,2
2024,60213803,42615
2024,50014471,21282
2024,60137640,3143
2024,60258305,180656
2024,60276704,2820
2024,60197078,11179
2024,60137621,22652
2024,60206142,1802
2024,50000062,40796
2024,60184610,697
2024,60239135,9282
2024,60072641,2946
2024,60125016,1372
2024,60207818,97156
2024,60236263,8192
2024,60233580,288260
2024,60208869,9671
2024,60232954,6536320
2024,60045662,11523
2024,60082333,338
2024,60236393,22786
2024,60206052,2910
2024,60052106,21938
2024,50058179,364
2024,60036921,187949
2024,50009169,7262
2024,60163957,4
2024,60257154,616707
2024,60278719,77166
2024,50064555,12820
2024,60207145,1
2024,60277197,45973
2024,50047428,1127
2024,60189079,3158
2024,60256888,66
2024,50024260,5
2024,60277326,26616
2024,60167484,12514
2024,60054008,679
2024,60277327,35507
2024,50007672,38
2024,50031369,288780
2024,50049879,3452381
2024,60274812,3340
2024,50019167,716
2024,60048049,105675
2024,60046179,6460
2024,60127165,484066
2024,60193040,4297
2024,50014256,2
2024,60275792,36957
2024,50073670,925
2024,60120945,184184
2024,60166309,2014729
2024,60233244,486953
2024,60196537,76754
2024,60209005,1107
2024,60223333,5
2024,60278698,26515
2024,60276499,73564
2024,60276748,25395
2024,60166531,55547
2024,50064535,116570
2024,60197612,29183
2024,50049610,905
2024,60206004,2178
2024,60127672,60
2024,60257425,8862
2024,60047857,22444
2024,60230162,9777
2024,60136055,73480
2024,50046061,1788
2024,60236097,88
2024,60281160,5377
2024,50063988,11505
2024,60136076,350313
2024,60195814,13262
2024,50068102,2
2024,60212168,49
2024,50002562,47932
2024,50066068,116
2024,60223351,37
2024,60125124,6
2024,60280361,18177
2024,60210029,52
2024,60233242,110
2024,60258180,1636
2024,60240533,22
2024,60277091,45
2024,60076351,1
2024,60238646,998
2024,50009634,6
2024,60129081,20
2024,60196335,9
2024,60279495,833
2024,60199058,103974
2024,60246660,11295
2024,50065049,9
2024,60280692,20842
2024,60276815,12495
2024,50070156,1
2024,60278012,21461
2024,60214197,5996
2024,60234437,1929
2024,60274930,6371
2024,60081023,22
2024,50072575,2
2024,50011827,174
2024,60211209,1
2024,60230525,1
2024,60123680,13
2024,60064797,2
2024,60170192,2
2024,60124940,3
2024,60166451,2
2024,60076019,1
2024,60231828,1
2024,50019790,1
2024,60239938,62866
2024,60120846,23806
2024,60233582,503756
2024,60097088,6070
2024,60124327,67616
2024,60233085,98331
2024,60169819,2582
2024,50044040,3176
2024,50073724,21080
2024,50065740,206186
2024,60258847,862
2024,60054950,6590
2024,60197079,94
2024,60230571,9026
2024,50073971,11480
2024,60072236,32
2024,60163080,18682
2024,50040541,1983
2024,50040157,1969
2024,60062875,8952
2024,50042227,8969
2024,60206841,1899
2024,60199412,38196
2024,60240619,55489
2024,60247057,8655
2024,60054961,36817
2024,60210683,487410
2024,60055076,38451
2024,60206308,106
2024,60246664,7791
2024,60238431,4929
2024,50069112,124127
2024,60230075,5937
2024,60273578,561020
2024,50065582,11894
2024,60211644,43067
2024,60055406,92
2024,50063695,37691
2024,50070138,64696
2024,60072127,14301
2024,60167223,22397
2024,60124276,236
2024,60137626,119498
2024,60205999,52049
2024,60167780,797
2024,60188526,33513
2024,60211919,969654
2024,60081456,24218
2024,60131294,23086
2024,60058363,34973
2024,60127155,3993
2024,50002470,3514337
2024,50005326,8858
2024,60164895,492051
2024,60208297,42644
2024,60232373,23598
2024,60207999,9788
2024,60062330,2515
2024,50072223,14304
2024,50019661,5511
2024,60214161,18252
2024,60078809,42286
2024,60126460,7
2024,60081376,49179
2024,60123942,33074
2024,60194070,79399
2024,60230957,194506
2024,60162886,19682
2024,60123758,149519
2024,60078925,435152
2024,60242025,4416
2024,60242330,1170
2024,60077234,4487
2024,60246586,7395
2024,60195616,40703
2024,60211736,27075
2024,60257936,162910
2024,60230359,44779
2024,50076194,18599
2024,60205268,16478
2024,60124847,7207
2024,60171430,49499
2024,50037952,30928
2024,60128797,28600
2024,50081256,281
2024,60124721,10255
2024,60124270,13347
2024,60119271,1768
2024,60167060,36882
2024,50042317,3795
2024,60231279,581
2024,60074115,8158
2024,60136683,1016
2024,60196375,8715
2024,60082078,257137
2024,60165029,109048
2024,60214227,129837
2024,60234105,37910
2024,60123699,45127
2024,50064143,171745
2024,60127970,660219
2024,60184641,897
2024,60233436,186724
2024,60120755,11795
2024,50009337,7976
2024,60126435,7623
2024,60137531,972
2024,60098336,4608
2024,60039458,6551
2024,60137838,416801
2024,50071413,1757782
2024,60119546,50212
2024,60038614,1338
2024,60122716,7325
2024,50014224,8856
2024,60276675,587523
2024,60120946,229429
2024,60194842,112353
2024,50019697,2243
2024,60125586,6766
2024,60197517,75076
2024,60257832,3359
2024,50058942,3999
2024,50008713,1599
2024,60056986,130
2024,50046632,18551
2024,60275265,40270
2024,60185276,46132
2024,50007011,20130
2024,60095319,1170212
2024,60205277,304431
2024,60238025,28143
2024,50050752,97
2024,60078042,15028
2024,60166190,55889
2024,60057912,15814
2024,60126951,280828
2024,60166833,1296355
2024,50071278,397704
2024,60129010,156
2024,60037638,468
2024,50042208,2077
2024,60165045,1280053
2024,60162031,38
2024,50071087,30432
2024,50046576,4163
2024,60126798,210897
2024,50071990,135
2024,60037720,72765
2024,60064317,69631
2024,60118715,11336
2024,60098031,51801
2024,60278725,5442
2024,60055984,20091
2024,50042384,4168
2024,60162271,150282
2024,50073878,51
2024,60081455,84969
2024,60258304,9831
2024,60046016,135868
2024,60238774,10772
2024,60233274,7781
2024,60211774,1312581
2024,60076693,8241
2024,50071643,44
2024,60192207,8428
2024,50075960,979
2024,60052941,284537
2024,60072461,1257926
2024,60064810,6300
2024,60196979,58
2024,50007673,35560
2024,50063187,4397
2024,60123799,62560
2024,60214638,8764
2024,50028753,11
2024,60170489,4662
2024,60231268,36816
2024,60185844,12620
2024,60163574,1009
2024,60118155,12989
2024,60239089,46595
2024,60130947,492169
2024,60210007,1764
2024,60196496,26316
2024,50022574,17154
2024,60127681,6249
2024,60131151,14941
2024,60239970,10060
2024,60257226,336
2024,50040146,3016
2024,50073595,26874
2024,60079198,1691
2024,50071617,4500
2024,60238521,941
2024,60256865,28906
2024,50069237,21051
2024,60241423,7586
2024,60189094,123460
2024,60196746,59717
2024,60136902,32038
2024,60198863,34946
2024,60073879,20978
2024,60196342,53768
2024,60214470,26699
2024,60233087,8897
2024,60167166,28736
2024,60072625,23403
2024,60119106,281116
2024,60257287,400160
2024,60205341,293637
2024,60231728,587
2024,60189093,161509
2024,60037507,7938
2024,50066000,10080
2024,60213092,12630
2024,60207458,3924
2024,60258060,14922
2024,60171168,146382
2024,60240507,186074
2024,60206141,179018
2024,60130974,1423550
2024,50069634,54044
2024,60205356,187725
2024,60247058,7239
2024,60235892,7519
2024,60080123,35785
2024,60162619,118548
2024,60095292,40831
2024,60272335,4525
2024,50042307,30461
2024,60196388,1375
2024,60165841,222771
2024,60237566,12403
2024,60077786,119915
2024,60256348,259121
2024,50049683,197
2024,60196872,14496
2024,60212016,3999
2024,60167856,977
2024,60212667,2914
2024,60210720,292
2024,60212563,28801
2024,60169816,227
2024,60210710,85
2024,60123760,110756
2024,60125981,80966
2024,60241387,14
2024,60121451,11342
2024,60135123,6285
2024,60049815,28
2024,60165968,10920
2024,60037356,19814
2024,50071631,42
2024,50046648,153
2024,60073536,10047
2024,60210460,13
2024,50081367,2647
2024,60238402,8586
2024,60205832,28375
2024,60192983,193026
2024,60237500,11278
2024,50054312,18867
2024,60194119,63541
2024,60236353,10728
2024,60045278,182749
2024,50004366,11039
2024,60118433,13923
2024,60214365,31464
2024,50051431,4557
2024,60048048,38451
2024,60137597,32349
2024,60098045,153820
2024,60076396,1619
2024,60169804,309
2024,60211542,5747
2024,60213478,6986
2024,60239913,166033
2024,50074395,717300
2024,50071349,1782565
2024,50065180,919
2024,60223466,8760
2024,50073675,273
2024,60046471,21292
2024,50066108,15660
2024,60207817,109409
2024,60198861,19810
2024,60230626,68
2024,60212110,14175
2024,60196501,1145
2024,60137655,6938
2024,60238753,111898
2024,60099202,42925
2024,60162194,27828
2024,60171176,75757
2024,60098827,1757
2024,60230054,1055156
2024,50074324,365059
2024,60038088,1140204
2024,60095322,80627
2024,60192632,262203
2024,50058092,9343
2024,60076205,32603
2024,60194836,1209
2024,60206075,51089
2024,60185300,5453
2024,60049216,13114
2024,60065385,26798
2024,50069859,1923007
2024,60210850,77
2024,60233514,863042
2024,50005449,7621
2024,60129701,1006212
2024,60167190,2588043
2024,60241403,32
2024,60238662,24143
2024,60238368,4023
2024,60214364,63324
2024,60037351,9404
2024,50040770,15016
2024,60055069,46950
2024,60205344,98931
2024,60127419,34692
2024,60119911,57
2024,60236887,3604
2024,60208517,64089
2024,60120942,1367
2024,60082636,7085
2024,60207325,138
2024,60194714,94785
2024,60272115,135166
2024,50044450,54482
2024,60230257,722
2024,60040198,35364
2024,60118686,610
2024,60099822,4789
2024,60242783,763
2024,60076375,9291
2024,50079317,2597
2024,60199030,159
2024,60166341,3401
2024,60208841,1169907
2024,60211418,342
2024,50076118,37724
2024,60123696,1027
2024,60165244,26246
2024,60208211,15388
2024,60056504,184637
2024,60162030,33993
2024,60127734,220959
2024,60275152,1565
2024,50011091,2476242
2024,60238948,104515
2024,60075743,26682
2024,60205289,53898
2024,60275207,64087
2024,60239302,3580
2024,50065963,195692
2024,60193743,12936
2024,60257027,10231
2024,60186005,17344
2024,50001842,4013
2024,60232469,47153
2024,50001388,5653
2024,60196442,53564
2024,60239142,1018
2024,60230654,354
2024,60256937,451
2024,60278618,4835
2024,60162607,18380
2024,60170017,25
2024,60120847,35793
2024,60242719,8808
2024,60272583,222401
2024,60236524,679483
2024,50048380,211321
2024,60137021,11391
2024,60163819,157256
2024,50075331,5
2024,60055531,282749
2024,60273375,13542
2024,60256436,1294331
2024,60188921,20063
2024,50064353,603
2024,60136458,11
2024,50059166,160325
2024,60230643,1439
2024,60237300,4420
2024,60214340,408
2024,50071389,9810
2024,60071286,7540
2024,60273515,123523
2024,60231792,52
2024,50035381,4469
2024,60271680,88
2024,60257436,12225
2024,60211994,12353
2024,60212929,45435
2024,60136112,21865
2024,60239607,21281
2024,50065690,11
2024,60044085,41796
2024,50075918,52290
2024,60196434,97335
2024,60235289,5194
2024,60237322,426
2024,60164461,4560
2024,60274480,7739
2024,60065138,4690
2024,60077967,20021
2024,60168589,542868
2024,60223460,5292
2024,60072015,1074776
2024,60165156,26221
2024,60184885,7616
2024,60210520,24222
2024,60077330,266108
2024,60205954,12
2024,50046882,38210
2024,60258150,52731
2024,50020200,251569
2024,60081944,5900
2024,50073714,1020
2024,50020496,43972
2024,60209553,131475
2024,60196790,145601
2024,60210378,10190
2024,60162219,29076
2024,50073322,42554487
2024,60048084,4585586
2024,60082060,318709
2024,60199009,177241
2024,60211577,423
2024,60214058,37673
2024,60256776,657
2024,60256382,3408
2024,60064017,167
2024,60063677,7
2024,50066126,187010
2024,60223444,53
2024,60168558,22294
2024,60119267,70609
2024,50054595,227032
2024,60196396,3846
2024,60137372,29958
2024,60240743,11508
2024,60168719,872
2024,60257456,83679
2024,60237882,222068
2024,60169053,21960
2024,50019835,18541
2024,60166874,8335
2024,60213262,92339
2024,50028754,30
2024,60126786,143861
2024,60232778,949
2024,60238398,1113512
2024,50015527,41595
2024,50038536,6876
2024,60171412,98256
2024,60076638,240
2024,60126755,129
2024,60096508,52865
2024,60207645,333879
2024,60056970,1789
2024,60055046,47610
2024,50071395,2330
2024,60234475,4605
2024,60231953,37361
2024,50038599,95944
2024,60165154,923
2024,60169969,7718
2024,60196697,83349
2024,60169998,52
2024,60096054,6117
2024,60194224,7984
2024,50003309,118426
2024,60241046,3832
2024,60071498,55010
2024,60136006,58082
2024,60128385,43103
2024,60183466,1929
2024,50012093,344186
2024,60213303,20172
2024,60168038,7751
2024,50070741,10640
2024,60047272,8696
2024,60074106,65421
2024,50066397,115153
2024,50048308,11225
