Year,EBROMId,Volume
2024,60192428,137945
2024,50069703,1771
2024,60238784,16170
2024,50055385,2300
2024,50071598,916814
2024,50072305,112805
2024,60194882,143737
2024,60212078,3485928
2024,60080568,2433
2024,60273535,919
2024,60163004,238511
2024,60272216,2694
2024,60079326,800605
2024,60278882,42301
2024,50071528,255660
2024,50013422,441322
2024,60169807,16
2024,60199299,48163
2024,60062789,33188
2024,50079423,217479
2024,60236328,12143
2024,60231837,127
2024,60165811,396
2024,60166001,16162
2024,50042243,519857
2024,60271869,11870
2024,60277201,16541
2024,60137716,10677
2024,50033401,17770
2024,50063142,370
2024,50079055,42
2024,60276493,3236
2024,60275809,3237
2024,50009237,102
2024,60230472,12
2024,60047154,92
2024,60257977,55049
2024,60184722,1
2024,60210020,10339
2024,60232502,226152
2024,60050398,136419
2024,60233691,65344
2024,50070326,13034
2024,50066398,289
2024,60197349,94315
2024,50048588,19809
2024,60211978,135038
2024,60039370,21407
2024,60199319,21968
2024,60078978,143952
2024,60235034,5
2024,60136941,32
2024,60209870,64
2024,60240938,13308
2024,60119446,541
2024,60195807,59
2024,50071260,529816
2024,60223276,4373
2024,60054959,49
2024,60271678,204
2024,60275855,18542
2024,60196499,4
2024,60135977,1
2024,60206012,7353
2024,60122709,557
2024,60205352,19464
2024,60038389,3867
2024,60205956,60
2024,50040518,20386
2024,60276617,1584
2024,60275311,5019
2024,60136010,838
2024,50070400,117593
2024,60277030,16165
2024,50040809,14
2024,60281118,673
2024,50035397,6
2024,60276000,4707
2024,60196720,15647
2024,60230233,104
2024,60246776,125
2024,60279492,1056
2024,60135611,7327
2024,60123597,21598
2024,60238543,16205
2024,60184663,2
2024,60210291,16410
2024,60135445,86
2024,60257907,811
2024,60098898,2
2024,50042224,3688
2024,60235285,528
2024,60193775,54
2024,50054607,3493
2024,60194242,16372
2024,60231469,801798
2024,60037345,34857
2024,60279564,51173
2024,60073875,27009
2024,60127873,35
2024,60275863,1741
2024,60135978,3
2024,50070844,274
2024,50063352,46028
2024,60276415,33460
2024,60125070,3
2024,60272440,7838
2024,50060246,12196
2024,50074454,666
2024,60272005,22409
2024,60280390,268
2024,60196352,13
2024,60240753,10999
2024,60211944,3
2024,60196395,24
2024,60077662,7
2024,60163662,2
2024,60241399,13
2024,60188172,2100
2024,60238206,1953
2024,60064679,111
2024,60230496,1
2024,60198625,1
2024,60280984,39
2024,60125306,1
2024,60122775,3132
2024,60211936,4
2024,60280660,709
2024,60061925,605
2024,60199458,94
2024,60239144,1
2024,60239260,1
2024,60127369,1
2024,60078300,2
2024,60280410,113
2024,50062367,21097
2024,50028782,4643184
2024,60188546,11975
2024,60129273,3145
2024,60082194,20
2024,60118185,980667
2024,60037379,83984
2024,60241432,29470
2024,60236356,128548
2024,50042353,15486
2024,60189080,20610
2024,60129764,1085
2024,60272104,18524
2024,60223291,25412
2024,60164946,192844
2024,60195768,12448
2024,60119435,17170
2024,60052808,51
2024,50064505,65430
2024,60065070,17398
2024,60272045,37153
2024,50041198,21502
2024,60195813,294016
2024,60167859,273
2024,50073342,9304
2024,60123832,30240
2024,60195738,7910
2024,60123589,7288
2024,60188878,5026
2024,60130880,165
2024,50055700,2443
2024,50032458,66250
2024,60118476,7254
2024,60054830,27095
2024,50071517,69852
2024,50016865,8758
2024,50048000,80
2024,60223481,213
2024,60122345,1095
2024,60051908,280
2024,60136703,44556
2024,50058239,5275388
2024,60170034,83
2024,60165969,6898
2024,60119107,253408
2024,60095290,68596
2024,60240234,91342
2024,60135207,147233
2024,60163079,12420
2024,60205294,246569
2024,60230033,674424
2024,60064809,1165
2024,60099417,83194
2024,50071519,106913
2024,60213485,2097
2024,50064648,10172
2024,60044204,3965
2024,60077113,4116
2024,60129060,41680
2024,50031368,158553
2024,60247461,73721
2024,60166877,1289
2024,60169211,114138
2024,50071302,10362
2024,50070328,5968
2024,60118833,2352713
2024,60126949,49
2024,60193734,286
2024,60197170,15623
2024,60189015,27057
2024,60214075,45651
2024,60079313,1508
2024,60169817,104
2024,60212965,23559
2024,60241230,1197
2024,60234573,1470
2024,60136979,19
2024,50050742,77152
2024,60079434,20068
2024,60205377,49517
2024,60127744,331300
2024,50033149,19979
2024,60232783,242715
2024,50066707,2982
2024,60081350,2
2024,50071403,329320
2024,50072397,15525
2024,60195891,167404
2024,60235954,42072
2024,60061482,259
2024,60235336,45557
2024,60213238,95
2024,60076357,1628
2024,60207322,114309
2024,50072577,2429
2024,60061799,565530
2024,60208068,835
2024,60276394,3610
2024,60205875,91433
2024,60196084,103145
2024,60275154,3603
2024,60272964,43402
2024,60241200,30
2024,60205401,9
2024,60164911,2959
2024,60047134,1666
2024,60193578,1959
2024,50037199,124663
2024,60234888,8445
2024,60230086,226699
2024,60246894,140681
2024,50078002,341619
2024,50033017,169202
2024,60232007,39281
2024,60098975,101100
2024,50072537,44
2024,60207431,187
2024,60131314,9273
2024,60208312,708830
2024,60214633,1651
2024,60097155,16530
2024,60213549,5869
2024,60071094,789193
2024,50056997,44940
2024,50066843,634
2024,50050442,53913
2024,60137840,2088
2024,50071648,3220
2024,60130973,14389131
2024,50008673,43277
2024,60126702,6293
2024,50079901,43376
2024,60126750,19989
2024,60076364,39
2024,50073339,7867
2024,60047992,18169
2024,50072458,1201
2024,60136349,2034
2024,60124812,6444
2024,60193700,8548
2024,60126398,2377
2024,60076667,17199
2024,60230393,7225
2024,60052133,39880
2024,60184815,129001
2024,60207612,4191
2024,60137639,9
2024,60213180,24601
2024,50051085,27990
2024,60209401,110822
2024,60258035,4128
2024,60212685,216269
2024,60073828,107368
2024,60236234,136
2024,50079233,12569
2024,50019155,64284
2024,60188238,2784
2024,60076131,5207
2024,60256525,4379
2024,60241202,5037
2024,60196295,2280
2024,60169960,4274
2024,60241359,3758
2024,60238777,1111
2024,60238278,5413
2024,60064703,36523
2024,50039717,40
2024,50080763,255784
2024,60205939,4194
2024,60061995,10107
2024,60213263,59010
2024,60236959,1040
2024,60052947,33276
2024,50058813,14364
2024,60230913,68770
2024,60211914,6560
2024,50050483,10168
2024,60129311,31804
2024,60236258,27649
2024,60095511,4787
2024,60136066,31725
2024,60212648,44476
2024,60238040,10512
2024,60209341,4376536
2024,60052334,83994
2024,60205984,1392
2024,60126793,178837
2024,60127365,2047
2024,60188456,16630
2024,60081103,69101
2024,50052143,13061
2024,50042345,9950
2024,60230667,1176
2024,60205952,11839
2024,60194614,7124
2024,50031554,7845
2024,60129772,3321
2024,60234282,25019
2024,60212334,454
2024,60061455,76
2024,60064781,566
2024,60209281,11199
2024,50072471,534
2024,60046405,502390
2024,60065459,17779
2024,60129337,34646
2024,50000382,806259
2024,50006311,4677
2024,60237298,22203
2024,60169748,256
2024,60198958,218112
2024,60205869,596872
2024,60214339,169287
2024,60274861,197137
2024,60122997,184158
2024,60169949,1683
2024,60197444,3003
2024,60193597,9674
2024,60119963,108558
2024,60237556,852
2024,60123839,6900
2024,50001726,2380
2024,50059627,7513
2024,50071511,407304
2024,50065980,36840
2024,60120801,70609
2024,60232843,2272
2024,60197477,13789
2024,50063169,2293
2024,60137848,6105
2024,50000912,4316
2024,60272302,39297
2024,60242533,33718
2024,60122026,43445
2024,60199112,49088
2024,50071646,51826
2024,60257663,10292
2024,60209192,18
2024,60278828,1097
2024,60131175,8356
2024,60241293,97
2024,60196152,281482
2024,50064506,16360
2024,60075441,152
2024,60124345,337356
2024,60127456,3515
2024,60050026,14736
2024,50065946,10252
2024,60212522,17747
2024,60168389,4820
2024,50039740,81073
2024,50080578,5245
2024,60232582,97548
2024,60205230,73719
2024,60135284,1956
2024,60279277,61
2024,60212941,78392
2024,60238759,3818
2024,60051820,47562
2024,60164712,40971
2024,60082025,4653
2024,60231182,54226
2024,60127145,239889
2024,60078424,15
2024,60213112,417
2024,60205808,206154
2024,60214468,12514
2024,60079692,8831
2024,60223352,42182
2024,60196836,37
2024,60096225,686725
2024,60236314,4051
2024,60165391,226636
2024,50052145,16082
2024,60040264,157037
2024,60196723,21080
2024,60214190,14810
2024,60257286,279738
2024,60247043,574
2024,60136639,12100
2024,60165715,7449
2024,60231721,1974
2024,60199219,1872
2024,50049315,40367
2024,60046077,10693
2024,60128386,24240
2024,60240549,5650
2024,60061420,12117
2024,60231723,830
2024,50056451,178475
2024,60121949,329
2024,50054841,22144
2024,50028132,114
2024,60247159,6136
2024,60197495,93
2024,60163185,237893
2024,50032037,8033
2024,60037419,142983
2024,60188777,126732
2024,60208203,312182
2024,60130251,11
2024,60212483,50847
2024,60234628,550250
2024,60118434,2738
2024,60070950,602
2024,50072356,94653
2024,50004796,1104
2024,60208991,49927
2024,60208212,16603
2024,50063992,163100
2024,60124581,42605
2024,60122876,46
2024,60236423,120302
2024,60135460,44726
2024,60271717,10911
2024,60193480,27175
2024,60056783,15879
2024,60196338,67511
2024,60276088,6670
2024,60273579,65401
2024,60126988,13014
2024,60055745,262973
2024,50078663,2067
2024,60281108,514
2024,60242629,9442
2024,50059262,5
2024,60130863,236233
2024,60257909,37419
2024,60189401,34076
2024,50019039,955
2024,60197200,1067
2024,60213787,30957
2024,50080428,31985
2024,60257440,159049
2024,60208487,2009
2024,60257033,274
2024,60210671,125755
2024,60135798,3465
2024,60051374,358585
2024,60122343,1527
2024,60166528,61890
2024,60130459,54092
2024,60278141,190257
2024,60207214,60196
2024,60234630,152839
2024,50014360,21688
2024,60126890,13072
2024,60257020,46755
2024,50051661,5558
2024,60235732,31983
2024,60207503,1274
2024,60197025,25344
2024,60256537,907
2024,60049345,87467
2024,60206905,1037
2024,60207374,3294
2024,50028778,83436
2024,60279514,198333
2024,60199118,320622
2024,60197173,52887
2024,60193940,16364
2024,60165037,242
2024,60166676,51093
2024,60063974,14202
2024,60230988,129
2024,50031359,4699
2024,50071258,8717
2024,60210625,1144469
2024,60184623,71025
2024,50070011,24802
2024,60237873,49
2024,60257303,23
2024,60240552,1491
2024,60061323,47889
2024,60242679,15816
2024,50072385,8930
2024,60233161,85029
2024,60095726,13783
2024,60257285,75118
2024,60121108,6701
2024,60209191,35
2024,60246489,130373
2024,60038584,25682
2024,60126284,13070
2024,60128411,51541
2024,60065228,105894
2024,60166991,1
2024,60256516,345184
2024,60130899,26412
2024,60211437,36887
2024,60205805,2586
2024,60039362,199
2024,60065325,8
2024,60124565,17709
2024,60074116,125318
2024,60050854,409848
2024,60230552,12
2024,50065580,2863
2024,60197230,23534
2024,60122895,77401
2024,50041539,57129
2024,60241431,3624
2024,60256611,1155
2024,60207364,36
2024,60127135,40791
2024,50033506,26793
2024,60257333,220
2024,60166302,1212
2024,50073753,396
2024,60211795,119
2024,60205306,142648
2024,60163994,123
2024,50039582,2047323
2024,60098528,8916
2024,50000945,36425
2024,60257222,179680
2024,50057192,38938
2024,60122998,40028
2024,60246492,2651
2024,60236972,1642
2024,60256322,800
2024,60234881,112509
2024,50072533,16492
2024,50048981,15079
2024,60194015,70129
2024,60169942,52
2024,60073827,341
2024,60171325,43241
2024,60122784,62004
2024,60256438,43
2024,60079834,1244
2024,60213160,6508
2024,50073333,41371
2024,50015643,1917
2024,50002392,653516
2024,60136040,22218
2024,60196565,7307
2024,60205716,3501
2024,60049937,161515
2024,60047147,566
2024,60081815,333
2024,50061200,4722
2024,60232336,220853
2024,60169761,31906
2024,50032039,1333
2024,60214077,39571
2024,60207093,119541
2024,60193798,56407
2024,60211685,1475
2024,50001134,3930
2024,60209339,53440
2024,60236218,3643
2024,60169992,62
2024,60120887,72067
2024,60278714,25681
2024,60196408,29
2024,60196297,1725
2024,50058853,29735
2024,60130207,864
2024,60169856,3916
2024,60136961,9171
2024,60062483,21164
2024,60120690,3678852
2024,60274537,292625
2024,60234202,4523
2024,60197640,153458
2024,60196315,471182
2024,60062722,705003
2024,60136134,1846586
2024,60212190,269986
2024,60211677,1896
2024,60071227,104191
2024,50002811,34739
2024,60197513,1239
2024,60206849,6653
2024,60188802,4107
2024,60123669,26969
2024,50008597,18307
2024,60168704,71536
2024,50028797,2206128
2024,50071298,5771928
2024,50028227,25383
2024,60210297,37
2024,60206867,78429
2024,60121132,14495
2024,50028226,1528
2024,50071412,8505
2024,60271642,39
2024,60188274,8015
2024,60275996,32004
2024,60247510,8559
2024,50072149,213252
2024,60236317,212
2024,60206288,622
2024,60168665,51264
2024,60247054,44927
2024,50071125,2175
2024,60136046,31788
2024,60236199,96
2024,60081292,29518
2024,60065288,20460
2024,60040688,96660
2024,60240284,455
2024,50069516,332144
2024,50023538,86094
2024,60136692,18604
2024,60198913,14497
2024,60118038,40810
2024,60168979,14
2024,50001808,3409
2024,50020076,733
2024,60208634,401576
2024,50025993,6708
2024,50063981,59822
2024,60189084,9915
2024,60136674,40658
2024,60171468,387
2024,60212439,11280
2024,60167331,24447
2024,50069164,11764
2024,50065579,3766
2024,60258638,9835
2024,50032739,175351
2024,60212012,2855
2024,50070977,6937
2024,60188547,13070
2024,60052934,1389
2024,60242026,348
2024,60075657,35930
2024,60206061,19
2024,60232394,13780
2024,60238448,24297
2024,60125049,5217
2024,50073740,46448
2024,60237551,22583
2024,50071509,28944
2024,60053945,4057
2024,60230962,29193
2024,60096606,192
2024,50071468,4389
2024,60119212,21633
2024,60129151,87571
2024,60130906,12691
2024,60166506,4325
2024,50064174,32742
2024,60196756,132546
2024,60206836,9096
2024,50054447,88400
2024,60271693,9586
2024,60206264,18
2024,60129907,1202
2024,60056123,37670
2024,60258176,128147
2024,60206276,24446
2024,60232406,25919
2024,60212690,85930
2024,60211766,5370
2024,60127603,75251
2024,60049890,4664
2024,60063987,61
2024,50068318,73981
2024,60038306,547539
2024,60168916,355
2024,60127492,183080
2024,60037426,30703
2024,50052772,470713
2024,60122966,4318
2024,60128402,1719
2024,60256698,48686
2024,60259013,40472
2024,60193761,10464
2024,60236516,41296
2024,50034509,12505
2024,60098746,1
2024,60135418,1665
2024,60276989,1609
2024,60121281,203070
2024,60243566,10311
2024,60197108,7085
2024,60210731,7344
2024,60207741,669
2024,50071083,24346
2024,50073712,168
2024,60241424,467
2024,60053987,192476
2024,60123239,32917
2024,50000581,353
2024,60199069,4658222
2024,60211931,6222
2024,50003080,102493
2024,60198650,109039
2024,60128759,89702
2024,60240754,18753
2024,60211950,3974
2024,50058886,26420
2024,60239585,2508
2024,50046356,216668
2024,60195950,399919
2024,60238716,43340
2024,50002405,298057
2024,60257418,32507
2024,50028770,278208
2024,50067574,16
2024,50016910,7
2024,60047173,589
2024,60126978,31
2024,50081123,6011
2024,60097932,5308
2024,50064924,20020
2024,60234279,4121
2024,60038077,46453
2024,60194766,405595
2024,60062327,666
2024,60199274,35350
2024,50073563,454015
2024,50042347,2063
2024,60239043,8143
2024,60193695,89
2024,60193863,176802
2024,60207302,27
2024,60205721,1145
2024,50008718,1619
2024,60052908,60810
2024,50015263,75661
2024,50071514,22140
2024,60047536,15254
2024,60075668,418
2024,60258880,13300
2024,50071478,139
2024,60199121,222602
2024,50081144,1558139
2024,50026022,1
2024,60242710,29
2024,60205620,63852
2024,60240461,4275
2024,60199115,19754
2024,60123091,678567
2024,60123668,8335
2024,60118972,51389
2024,60078698,20
2024,60231479,49490
2024,60246490,118645
2024,60167228,39467
2024,50000597,2807
2024,50062497,18676
2024,50071488,2976
2024,60185654,564418
2024,50037764,9506
2024,60232450,20194
2024,50081187,133649
2024,50076892,79230
2024,60120676,168321
2024,60212328,116
2024,60210881,32382
2024,60166828,42112
2024,60129690,401320
2024,60038396,40871
2024,60047128,37944
2024,60062754,889666
2024,50060250,10394
2024,60210721,7103
2024,60232739,12249
2024,60208228,87810
2024,50066388,5012
2024,60097958,2399
2024,60135766,28847
2024,60047152,155
2024,60053960,191098
2024,60053962,457870
2024,60036893,2042
2024,60075412,1903
2024,60223242,864
2024,50005431,2338
2024,60199220,88967
2024,60167353,22892
2024,60163948,28119
2024,60078759,2449
2024,60195748,252918
2024,60168010,26867
2024,60122968,2981
2024,60211580,1170
2024,50020925,28291
2024,50064890,11471
2024,60077660,2537
2024,50048374,62422
2024,60194460,32280
2024,50073880,135
2024,60166986,20517
2024,60237861,44342
2024,50014303,285936
2024,60240752,276
2024,60137423,1328065
2024,60063610,2278
2024,60240104,1046
2024,50016403,38746
2024,50057906,18696
2024,60239105,11459
2024,60127001,10721
2024,60095284,7
2024,60207707,189534
2024,50057900,2218
2024,50049616,20284
2024,50010322,28
2024,50071326,2406205
2024,60137631,15821
2024,60271721,179
2024,60125184,10613
2024,50050501,322
2024,60062341,137
2024,60128354,12
2024,50050065,271
2024,60127417,12024
2024,60039179,127185
2024,60047032,2583
2024,50070584,159593
2024,60098823,7861
2024,60212859,40823
2024,60189403,3910
2024,50078378,464281
2024,60123254,6426
2024,50031450,18369
2024,50073442,14042
2024,60137805,431
2024,60273524,38
2024,60097156,9900
2024,60237881,43469
2024,60230101,8356
2024,50063354,11420
2024,60193567,4193
2024,60234629,5603069
2024,50073415,1133394
2024,60271720,64
2024,60163936,18011
2024,60127733,9515
2024,60065303,11560
2024,60119477,2228
2024,60209277,8917
2024,60279521,478
2024,60121349,8365
2024,60128961,55237
2024,50062976,4573
2024,60082642,84992
2024,50033731,388547
2024,50049842,1837690
2024,60121274,16383
2024,50014298,768
2024,60234291,2358
2024,60057972,248617
2024,60037967,58
2024,60196164,103458
2024,50055550,31363
2024,60205579,93705
2024,50073701,12
2024,60232415,38146
2024,60193710,324
2024,50065041,38998
2024,60077491,95446
2024,50028920,8
2024,60072200,112
2024,60073541,160165
2024,60275857,26524
2024,60167213,77000
2024,60137715,2737
2024,60214072,25533
2024,60238255,168699
2024,60258059,743
2024,60166427,37611
2024,60247003,2770
2024,50057498,29778
2024,50052154,13113
2024,60243118,2263
2024,50049839,420527
2024,60166983,9144
2024,60096449,89312
2024,60082408,3003
2024,60238506,21257
2024,60241406,25
2024,60186048,129
2024,60234292,17594
2024,60121253,218322
2024,60120565,3387608
2024,60167471,28103
2024,60127413,18518
2024,60061329,5163
2024,60071238,517393
2024,50004479,72121
2024,60074360,95727
2024,60166521,34862
2024,60196493,6616
2024,60124476,899
2024,60129325,17199
2024,60212426,2567
2024,60122916,2
2024,60230334,1236
2024,60137524,75
2024,60239377,1649
2024,60243404,23620
2024,60230179,2667
2024,60238542,1044
2024,60117985,820
2024,50081684,15174
2024,60276506,19696
2024,60184709,55
2024,50080443,2621
2024,60271635,347621
2024,60235532,4688
2024,60209019,719
2024,60184720,2670
2024,60231668,25091
2024,60238873,29604
2024,60164974,14513
2024,60037408,18
2024,60122142,34156
2024,60211535,227754
2024,50015218,33681
2024,50050782,18
2024,60137632,10856
2024,60134141,8
2024,60127188,1152
2024,60061419,14738
2024,60046450,28437
2024,60127871,92
2024,60163919,23471
2024,60129094,16482
2024,50002079,246396
2024,50028918,6
2024,60057031,3899868
2024,60169128,2872
2024,60124283,1539
2024,60048198,95837
2024,50066160,17
2024,50057237,25455
2024,60170191,523127
2024,60275853,886
2024,60095730,29742
2024,60123785,34284
2024,60209551,178906
2024,60095607,2342
2024,50051351,6459
2024,50042910,12183
2024,50011765,502
2024,60131191,891
2024,60207316,767695
2024,60240176,25794
2024,50051756,10413
2024,60099042,51509
2024,60164372,183932
2024,60257305,29746
2024,60196908,39269
2024,60279246,84
2024,60123922,2861
2024,60131449,14
2024,60271709,241085
2024,50012214,8481
2024,50015272,94619
2024,60123926,21484
2024,60236512,44862
2024,60123266,164
2024,60193677,53159
2024,60273538,174
2024,60188787,55011
2024,50035307,27816
2024,60205417,8002
2024,60213304,560
2024,50060572,103
2024,60231936,503927
2024,60278692,4561
2024,60272062,6673
2024,60078533,18935
2024,50034525,901556
2024,60211943,81
2024,50005180,61174
2024,60136360,2143
2024,60258036,1688
2024,60079396,64769
2024,50074440,47162
2024,60136630,469824
2024,60208409,4952
2024,60079648,115859
2024,60081799,866
2024,60238887,3872
2024,60189090,1378357
2024,60079113,422155
2024,60117968,11218
2024,60198759,1412
2024,50052666,9691
2024,60073391,283221
2024,60207616,13629
2024,60274783,7163
2024,60256866,62189
2024,60232383,116737
2024,60197206,38420
2024,60193115,3124626
2024,60097086,24737
2024,60279730,31963
2024,60044417,5670
2024,60277016,18758
2024,50031476,273336
2024,50019234,4373
2024,60169842,2577
2024,60130157,94836
2024,60257429,14004
2024,50071524,680674
2024,60213307,1677
2024,50026349,24690
2024,60212175,3
2024,60247171,7447
2024,60279595,307
2024,60057986,187845
2024,50032130,273
2024,60235764,45773
2024,60075674,888
2024,60079694,5530
2024,60276508,201915
2024,60233240,127089
2024,60238027,1638
2024,60230668,90460
2024,50050066,854
2024,60273392,32933
2024,50046093,88306
2024,50020409,163875
2024,60095724,4267
2024,60243138,984
2024,60168673,68479
2024,60206848,7889
2024,60234446,113
2024,60195588,13927
2024,50073855,95
2024,60208839,12
2024,60134153,817
2024,60243380,22738
2024,50041192,524016
2024,60238994,52869
2024,50074155,31
2024,60080177,21854
2024,60129005,24263
2024,50075812,536742
2024,50072382,5988
2024,60277212,40067
2024,60212331,4
2024,60195753,4857
2024,60213239,3561
2024,60119959,48598
2024,60056240,2
2024,50000561,397
2024,60212192,50191
2024,60240594,18555
2024,60070822,5033
2024,60236266,307746
2024,60207532,11036
2024,60135948,6128
2024,50046600,33109
2024,60082349,3
2024,60127008,1489
2024,60279257,14800
2024,60080651,53
2024,60038898,1053
2024,60167034,4496
2024,60230641,495222
2024,60037697,5130
2024,60054443,135936
2024,60278610,6110
2024,60184768,48622
2024,50055546,49777
2024,60123688,40
2024,60256840,522798
2024,50034033,164170
2024,60130737,223053
2024,50074422,2
2024,60232370,182
2024,60278718,40740
2024,60212333,41992
2024,60124740,2208
2024,60163376,6706
2024,60275796,4015
2024,60276454,33356
2024,60096053,3314
2024,60209577,97495
2024,60162170,1264
2024,60167708,2
2024,60241410,45
2024,60078377,11
2024,60230669,802
2024,60080712,5322
2024,60230745,1
2024,60168667,19
2024,60065308,17918
2024,60223331,12
2024,60278578,1419
2024,60275056,1863
2024,50060402,6850
2024,50080864,10
2024,50069429,2990
2024,60198984,33461
2024,60274737,2048
2024,60123492,70003
2024,60196469,53
2024,50033800,2231
2024,60242614,1
2024,50064299,3
2024,60169185,28
2024,60051978,43
2024,60210059,61
2024,60280357,898
2024,60135146,92833
2024,60238758,1185
2024,60206921,359281
2024,50035050,681
2024,60063695,11207
2024,60128223,9037
2024,60275860,3728
2024,60213862,44
2024,60061924,658
2024,60280370,225
2024,60078854,1118
2024,60281113,239
2024,60281164,6169
2024,60277038,249
2024,60208693,1
2024,60274601,485
2024,60237870,14
2024,60079267,1
2024,60279584,45
2024,60214341,111
2024,60278010,40286
2024,60199202,1
2024,60212575,8
2024,60099344,1
2024,60279576,11912
2024,60125051,1
2024,60274778,810
2024,60280365,255
2024,60280360,239
2024,60198648,1
2024,60243510,3692
2024,60234452,539
2024,60209933,2
2024,60163463,3
2024,60239147,1
2024,60192308,2
2024,60240758,307
2024,60240188,1189
2024,60212407,69
2024,60195860,1
2024,60196348,1906
2024,60065335,680
2024,60126288,7
2024,60207447,1
2024,60124971,4832
2024,60214637,8807
2024,60199075,601871
2024,60239236,290
2024,50075430,27570
2024,60118429,12438
2024,60199047,57745
2024,60223322,13136
2024,60065176,56994
2024,60246906,1108
2024,60123240,13407
2024,60232464,135789
2024,60125424,9600
2024,50054785,1609
2024,60205764,4525
2024,60257435,9580
2024,50040521,5767
2024,60193579,2576
2024,60212585,13916
2024,60124522,31
2024,60209518,852630
2024,60197218,62519
2024,60196438,60919
2024,60163991,5392
2024,60192315,3004
2024,50015361,7868
2024,60047142,69978
2024,60214395,13856
2024,60199314,1581
2024,60234470,3166
2024,50036078,2098
2024,60126536,866
2024,50008193,15958
2024,50034493,1649
2024,50003063,81710
2024,50057884,7022
2024,60206782,161324
2024,60230490,270212
2024,60230970,103546
2024,60038070,1425117
2024,60198926,140
2024,60164761,40433
2024,60236122,207349
2024,50069633,40793
2024,60240321,451229
2024,60257524,117165
2024,50063627,11341
2024,60126273,498048
2024,60081803,11829
2024,60210522,56584
2024,60207485,12552
2024,60237728,165359
2024,60126632,22320
2024,60078163,14362
2024,60195727,47290
2024,50043696,2075
2024,60075744,30677
2024,60135974,3817
2024,60119638,8364
2024,50035306,35236
2024,60197235,13284
2024,50044393,162515
2024,60055304,12892
2024,50057792,4239
2024,50051779,154066
2024,60239159,4049
2024,60230706,22728
2024,50072365,11389
2024,60209065,136
2024,60129444,9125
2024,60214592,210661
2024,60061990,1509517
2024,60121271,244775
2024,50051492,1891
2024,60206281,58966
2024,60194520,14
2024,60193998,9891
2024,50059178,52852
2024,60257296,84499
2024,60205466,2891
2024,60078723,675490
2024,60206278,39290
2024,60135846,1063
2024,50028239,645
2024,60184666,350
2024,60124046,4498
2024,60193140,73703
2024,60207329,8510
2024,50009075,2890
2024,60165291,898
2024,50058815,43267
2024,60123415,803372
2024,60194455,109
2024,60169946,4619
2024,60243108,2041
2024,50064075,234481
2024,50079054,244877
2024,60048631,76417
2024,60276673,273048
2024,60123878,910969
2024,60071237,1340836
2024,60163532,98
2024,50068078,45156
2024,50045326,5067
2024,60062348,5860
2024,50059062,300187
2024,60124271,683
2024,60223542,19500
2024,60137138,175314
2024,60169476,39694
2024,60196002,23299
2024,60274914,4794
2024,60234813,9488
2024,60256747,3651
2024,60125640,26
2024,60192513,41712
2024,50076830,232
2024,60065492,86
2024,50046373,3018
2024,60277202,59421
2024,60193113,79506
2024,60123258,14108
2024,60169399,5455
2024,60214040,2439
2024,60236421,8121
2024,60124822,46604
2024,50080436,69792
2024,60125718,13663
2024,60196491,7341
2024,60118975,232
2024,60137813,2689
2024,60211941,32325
2024,60169950,1041
2024,60053767,6
2024,60242813,116025
2024,60189308,59853
2024,50040733,835
2024,50004812,210740
2024,50033964,20817
2024,50073663,2798
2024,60208213,10100
2024,60193151,23489
2024,60242555,16793
2024,60170189,18832
2024,60122942,44073
2024,60205329,4889
2024,60119056,19547
2024,60232559,39115
2024,50033138,11283
2024,60205718,14748
2024,60207670,69323
2024,60130494,1822
2024,60037687,421428
2024,60233083,1257
2024,50034157,7222
2024,60235368,24360
2024,60258005,22921
2024,60258142,122325
2024,60209233,4698954
2024,60240120,2772
2024,60075264,53750
2024,50037055,659583
2024,60135484,44212
2024,60205293,115450
2024,60257336,13794
2024,50064432,16912
2024,50008041,70
2024,60223309,6724
2024,60240429,42746
2024,50075270,759
2024,60236067,96918
2024,50055389,10306
2024,60205615,13221
2024,60039191,41156
2024,60073529,94725
2024,60169896,1967
2024,60206885,6940
2024,60073792,41237
2024,50024631,15037
2024,60206870,3080
2024,60127682,9
2024,60240844,4107
2024,60213546,7846
2024,60210129,2271
2024,60279493,1183
2024,60164298,2769
2024,60137570,19
2024,60208703,265
2024,60130162,30667
2024,50057495,78724
2024,60230470,1713
2024,60048845,21779
2024,50046355,20981
2024,60124702,134469
2024,60119218,60709
2024,50014162,1107783
2024,60212654,2232
2024,50069934,13944
2024,60205436,25779
2024,60257334,72484
2024,50007548,351212
2024,60256287,22862
2024,60212312,45499
2024,60256874,12190
2024,60050464,98945
2024,60272976,99393
2024,50034362,177461
2024,60232564,269958
2024,60206000,3150
2024,60080478,158
2024,60237679,5517
2024,60184713,14137
2024,60136633,5247
2024,50078381,34715
2024,60186049,1257
2024,60137606,114871
2024,50070755,247888
2024,60199318,8815
2024,60164976,990233
2024,60040501,82900
2024,60235817,1486520
2024,50072034,61466
2024,60199134,9807
2024,60238772,5074
2024,60168583,5120
2024,60239090,43035
2024,50050462,2175
2024,60126791,27368
2024,50064818,7872
2024,50063701,49395
2024,60207171,253787
2024,50063758,2452
2024,60240142,844
2024,60166004,115
2024,60194665,528
2024,50068043,10541
2024,50009258,96857
2024,60056027,249513
2024,60125275,253051
2024,60049895,5725
2024,60166491,192317
2024,60189085,161
2024,60210497,339012
