SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
WINSTON - RED KS BOX,200,54579,Ethiopia,Addis Ababa,JTI
STATE EXPRESS 555 - KS BOX,200,44926,China,Shanghai Hongqiao,BAT
KENT - KS BOX,200,43815,Turkey,Cukurova Airport,BAT
FORTUNA - ROJO KS BOX,200,56044,Spain,Almeria,IMPERIAL BRANDS
JOHN PLAYER - GOLD KS BOX,200,63855,Saudi Arabia,Jeddah,BAT
L&M - RED LABEL KS RCB 600 - TURKEY DF,600,87049,Turkey,Trabzon Airport,PMI
CAMEL - (YELLOW) KS BOX,200,49844,Mexico,La Paz Manuel Marquez de Leon,JTI
MARLBORO - TOUCH GRAY KS DSP SLIMS WHITE - TURKEY DF,200,124776,Turkey,Antalya Gazipasa Airport,PMI
SEVEN STARS - KS BOX,200,46302,China,Ningbo Lishe,JTI
STATE EXPRESS 555 - MANDARIN PEARL 90's,200,57655,China,Chengdu Tianfu,BAT
DUNHILL - CAPSULE MENTHOL KS OCTAGONAL PACK C,200,61724,Morocco,Fes,BAT
LAMBERT & BUTLER - LIGHTS KS BOX,200,43914,Great Britain,Bournemouth,IMPERIAL BRANDS
WINSTON - SILVER KS BOX,200,55025,Russia,St. Petersburg Pulkovo,JTI
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - ITALY DF - IDM ITALY,200,122502,Italy,Treviso,PMI
L&M - RED LABEL (5.0 CWB) KS BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,124245,Germany,Stuttgart,PMI
SEVEN STARS - KS BOX,200,46302,China,Hangzhou Xiaoshan,JTI
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,Turkey,Samsun Airport,BAT
MARLBORO - (GOLD 3.0) KS RCB 400 WHITE - LA&CANADA DF-ENG TXT,400,114360,Colombia,Medellin Jose Maria Cordova,PMI
L&M - RED LABEL (5.0 CWB) KS RCB 400 - GENERIC DF-ENG TXT,400,123640,Brazil,Natal,PMI
L&M - RED LABEL (5.0 CWB) 100's SOFT - TURKEY DF,200,122593,Turkey,Diyarbakir Airport,PMI
WINSTON - BLUE KS BOX,600,54088,Tunisia,Jerba,JTI
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Morocco,Marrakech,PMI
DUNHILL - (BLUE) KS BOX,200,49364,United Arab Emirates,Dubai,BAT
CAMEL - LIGHTS KS BOX,200,43025,China,Kunming Wujiaba,JTI
VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,45104,Switzerland,Geneva,BAT
DAVIDOFF - ONE 100's OCTAGONAL PACK SLIMS,200,53913,United Arab Emirates,Dubai,IMPERIAL BRANDS
ROTHMANS - INTERNATIONAL KS BOX,200,45801,Greece,Athens,BAT
MARLBORO - RED 3.5 KS BOX 400 WHITE - ARGENTINA DF,400,125467,Argentina,Rosario,PMI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,122499,Spain,Ibiza,PMI
MARLBORO - TOUCH AQUA KS RCS C SLIMS WHITE - TURKEY DF,200,114636,Turkey,Istanbul Airport,PMI
MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - UAE DF,200,141730,Bahrain,Manama,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,600,51260,Morocco,Marrakech,BAT
MARLBORO - PURPLE BURST MENTHOL KS BOX C TRU WHITE - MALAYSIA DF,200,103615,Malaysia,Kuala Lumpur,PMI
GAULOISES - BLONDES (RED) KS BOX,200,45358,Switzerland,Zurich,IMPERIAL BRANDS
GLAMOUR - PINKS 100's BOX SUPERSLIMS,200,67740,Dominican Republic,Punta Cana - Higuey,JTI
L&M - BLUE LABEL (5.0 CWB) KS RCB WHITE - UAE DF,200,122907,United Arab Emirates,Abu Dhabi,PMI
MEVIUS - PREMIUM MENTHOL OPTION RED 1 MENTHOL 100's RCB C,100,106085,Japan,Tokyo - Narita,JTI
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,Turkey,Diyarbakir Airport,BAT
PALL MALL - (RED) KS BOX,200,53263,Canary Islands,Fuerteventura,BAT
RAISON - FRENCH SSOM KS BOX C,200,137109,South Korea,Daegu,KT & G
WEST - RED KS BOX,200,46023,China,Beijing,IMPERIAL BRANDS
CAMEL - KS BOX,200,43011,Spain DP,Barcelona,JTI
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX 100 C 100 TRANSPARENT BUNDLE WHITE - NORWAY DF - IDM NORWAY,100,141134,Norway,Trondheim,PMI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,125087,Brazil,Sao Paulo - Guarulhos,PMI
WINSTON - CLASSIC KS BOX,200,54087,Spain DP,Valencia,JTI
MARLBORO - DRY MENTHOL 8 (2.5) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,124463,China,Shenyang Taoxian,PMI
BENSON & HEDGES - GOLD KS BOX,200,42846,Netherlands,Amsterdam - Schiphol,BAT
STATE EXPRESS 555 - SIGNATURE RS OCTAGONAL PACK,200,118931,Cambodia,Phnom Penh,BAT
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C JUMBO WHITE - RUSSIA DF - IDM RUSSIA,200,121998,Russia,Moscow - Vnukovo,PMI
DAVIDOFF - CLASSIC KS BOX,200,88459,Italy,Milan - Malpensa,IMPERIAL BRANDS
MILD SEVEN - KS BOX,200,44117,China,Guangzhou Baiyun,JTI
CAMEL - LIGHTS KS BOX,200,43025,China,Hangzhou Xiaoshan,JTI
DAVIDOFF - MENTHOL 90's BOX,200,47107,China,Beijing,IMPERIAL BRANDS
LUCKY STRIKE - DOUBLE CLICK WILD KS BOX C,600,99175,Brazil,Rio de Janeiro,BAT
SILK CUT - SILVER KS BOX,200,46016,France DP,Lyon Saint Exupery,JTI
SUPERKINGS - BLUE 100's BOX,200,46019,Great Britain,Birmingham,IMPERIAL BRANDS
ALISHAN - BLUEBERRY KS BOX C,200,118690,Cambodia,Phnom Penh,CHINA NATIONAL
MARLBORO - GOLD (2.0 ORIGINAL) KS RCB 600 SPECIAL OUTER - UNITED KINGDOM DF - IDM UNITED KINGDOM,600,122750,Great Britain,London Gatwick,PMI
VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,400,45104,Switzerland,Geneva,BAT
DUNHILL - (RED) KS BOX,200,50854,China,Changsha Huanghua,BAT
MARLBORO - WHITE MINT (2.0) MENTHOL KS BOX ORH WHITE - GENERIC DF-ENG TXT,200,125088,Mexico,Guadalajara,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,China,Qingdao Liuting,BAT
MARLBORO - TROPICAL SPLASH MENTHOL KS BOX C MUL WHITE - JAPAN DF,200,125146,Japan,Chitose,PMI
THIS - AFRICA RULA KS OCTAGONAL PACK C,200,96340,South Korea,Busan - Kimhae,KT & G
L&M - RED LABEL (5.0 CWB) KS RCB - SPAIN DF - IDM SPAIN,200,123310,Spain,A Coruna,PMI
STERLING - DUAL KS BOX C,400,99392,Great Britain,Cardiff,JTI
MORE - KS BOX,200,45387,China,Yinchuan Hedong,JTI
LAMBERT & BUTLER - WHITE KS BOX,200,45980,Ireland,Cork,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,400,122500,Italy,Pisa,PMI
CAMEL - KS BOX,600,43011,Panama,Panama Tocumen,JTI
WINSTON - BLUE KS RCB,200,53483,Morocco,Oujda,JTI
WINSTON - (RED) KS BOX,200,56993,Morocco,Casablanca,JTI
RAISON - FRENCH YOGO KS BOX C,200,104499,South Korea,Seoul,KT & G
L&M - BLUE LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,200,124252,Poland,Szczecin,PMI
MARLBORO - SILVER (3.5) KS RCB WHITE - TAIWAN DF,200,122518,Taiwan,Taichung,PMI
KENT - WHITE KS RCB,200,56256,Peru,Lima,BAT
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Cape Verde,Espargos,BAT
MARLBORO - GOLD (3.5) KS RCS 600 SPECIAL OUTER WHITE - GENERIC DF-ENG TXT - SAUDI ARABIA,600,125325,Saudi Arabia,RIYADH,PMI
KENT - SWITCH KS RCB C,600,62490,Turkey,Eskisehir Airport,BAT
CAMEL - ACTIVA DOUBLE FRESHNESS MENTHOL KS BOX C,400,91074,Morocco,Fes,JTI
MAYFAIR - SKY BLUE KS BOX,400,46686,Great Britain,Liverpool,JTI
PETER STUYVESANT - (RED) KS BOX,200,50531,Greece,Corfu,BAT
DAVIDOFF - EVOLVE BLUE KS BOX,600,124453,United Arab Emirates,Dubai,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOX - TURKEY DF,200,125708,Turkey,Antalya Gazipasa Airport,PMI
CAMEL - (BLUE) KS BOX,200,45351,Indonesia,Ngurah Rai,JTI
LUCKY STRIKE - ADDITIVE FREE (RED) KS BOX,200,86131,Spain,Santiago De Compostela,BAT
LD - BLUE KS RCB,200,53917,Jordan,Aqaba,JTI
WEST - RED KS BOX,200,46023,Spain,Mahon Airport,IMPERIAL BRANDS
CAMEL - (YELLOW) KS BOX,200,49844,Spain DP,Bilbao,JTI
DAVIDOFF - MENTHOL MENTHOL 90's OCTAGONAL PACK,200,68361,Turkey,Bodrum Airport,IMPERIAL BRANDS
STERLING - FRESH TASTE ON DEMAND KS BOX C,200,88594,Morocco,Rabat,JTI
MARLBORO - RED 3.5 100's BOX - GENERIC DF-ENG TXT,200,125835,Nicaragua,Managua,PMI
NOBEL - KS BOX,200,44321,Spain,Palma De Mallorca,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,400,43912,Bulgaria,Varna,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL RED KS BOX,600,51260,Tunisia,Monastir,BAT
MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,125837,Tunisia,Monastir,PMI
WINSTON - BLUE LE KS BOX,200,118895,Tunisia,Tunis,JTI
SOVEREIGN - KS BOX,200,44887,Great Britain,Southampton,JTI
SEVEN STARS - KS BOX,200,46302,China,Pengsheng,JTI
WEST - SILVER KS BOX,200,46755,Spain,Malaga,IMPERIAL BRANDS
CAMEL - (BLUE) KS BOX,200,45351,Cambodia,Sihanoukville,JTI
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,Brazil,Recife,BAT
MARLBORO - RED 3.5 KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,125536,Germany,Hannover,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GREECE,200,125727,Greece,Santorini,PMI
MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123412,Oman,Salalah,PMI
PALL MALL - (BLUE) KS BOX,400,51685,Kuwait,Kuwait,BAT
STERLING - DUAL KS BOX C,200,99392,Morocco,Casablanca,JTI
DUNHILL - INTERNATIONAL KS BOX,200,47577,Mexico,Monterrey,BAT
DAVIDOFF - GOLD KS BOX,200,88458,India,Bangalore,IMPERIAL BRANDS
MARLBORO - WHITE MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105625,China,Changsha Huanghua,PMI
WINSTON - KS SOFT,400,45184,Morocco,Essaouira,JTI
WINSTON - CLASSIC KS BOX,400,54087,Caribbean Other,Basseterre (Saint Kitts),JTI
YU XI - (GOLD) KS BOX,200,53543,China,Yantai Penglai,CHINA NATIONAL
JOHN PLAYER - GOLD KS BOX,600,63855,Saudi Arabia,RIYADH,BAT
MARLBORO - FUSION BLAST 5 MENTHOL KS BOX C WHITE - JAPAN DF,200,118652,Japan,Hiroshima,PMI
WINSTON - BLUE KS RCB,200,53483,Ethiopia,Addis Ababa,JTI
SILK CUT - PURPLE KS BOX,200,45375,Greece,Mykonos,JTI
RICHMOND - MENTHOL KS BOX,200,44641,Spain,Sevilla,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL RED KS BOX,400,51260,Morocco,Al Hoceima,BAT
CAMEL - (YELLOW) KS BOX,200,49844,Nigeria,Abuja,JTI
MARLBORO - WHITE MINT (2.0) MENTHOL KS BOX ORH WHITE - GENERIC DF-ENG TXT,200,125088,Brazil,Viracopos,PMI
MARLBORO - GOLD (2.0) KS BOX TRANSPARENT BUNDLE - NORWAY DF - IDM NORWAY,200,125033,Norway,Stavanger,PMI
BENSON & HEDGES - SILVER KS BOX,200,42858,Spain DP,Santiago De Compostela,BAT
CAMEL - (YELLOW) KS BOX,200,49844,Canary Islands,La Palma,JTI
DAVIDOFF - (WHITE) KS BOX,200,70865,Greece,Zakynthos,IMPERIAL BRANDS
GAULOISES - ROUGE KS BOX,200,60339,Spain DP,Jerez De La Frontera,IMPERIAL BRANDS
DUNHILL - NEW 3MG KS OCTAGONAL PACK,200,97341,South Korea,Cheongju,BAT
LAMBERT & BUTLER - LIGHTS KS BOX,200,43914,Great Britain,Southampton,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Spain,Vigo,BAT
KARELIA - OME (YELLOW) 100's L-STICK BOX SUPERSLIMS,200,58494,Greece,Mykonos,KARELIA TOBACCO
CAMEL - (YELLOW) KS BOX,200,49844,Mexico,Ixtapa Zihuatanejo,JTI
MARLBORO - RED 3.5 100's BOX - GENERIC DF-ENG TXT,200,125835,Mexico,Los Cabos,PMI
MARLBORO - RED 3.5 KS BOX 400 SPECIAL OUTER - INDOCHINA DF,400,125484,Cambodia,Phnom Penh,PMI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,142119,Brazil,Fortaleza,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,600,51260,Ivory Coast,Abidjan,BAT
DAVIDOFF - MENTHOL MENTHOL 90's OCTAGONAL PACK,600,68361,Turkey,Bodrum Airport,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM CZECH REPUBLIC,200,122904,Czech Republic,Ostrava,PMI
LAMBERT & BUTLER - KS BOX,400,43912,Bulgaria,Bourgas,IMPERIAL BRANDS
DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,400,103541,Brazil,Brasilia,BAT
PARLIAMENT - SILVER BLUE KS RCS 600 WHITE - TURKEY DF,600,137664,Turkey,Istanbul Asia Airport,PMI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GREECE,400,124135,Greece,Heraklion Airport,PMI
KARELIA - 100's BOX SUPERSLIMS,600,48115,Turkey,Bodrum Airport,KARELIA TOBACCO
MAYFAIR - SKY BLUE KS BOX,200,46686,Italy,Ciampino Airport,JTI
MARLBORO - ICE BLAST MICRO MENTHOL 100's BOX C SUPERSLIMS WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,109526,China,Urumchi Diwobao,PMI
KENT - NANOTEK INFINA KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55420,Turkey,Diyarbakir Airport,BAT
WINSTON - BLUE 100's BOX SUPERSLIMS,200,54235,France DP,Marseille,JTI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,200,97296,Brazil,Belo Horizonte,JTI
PARLIAMENT - AQUA BLUE KS RCB WHITE - GENERIC DF-ENG TXT - ALTERNATIVE,200,125074,Mexico,Los Cabos,PMI
MARLBORO - BLOSSOM FUSION MENTHOL KS RCB 600 C CHI SPECIAL OUTER WHITE - TURKEY DF,600,125311,Turkey,Denizli Cardak Airport,PMI
MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,200,123056,Poland,Katowice,PMI
GAULOISES - BLONDES (RED) KS BOX,400,45358,Guadalupe,Pointe-a-Pitre,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,Spain,Santiago De Compostela,JTI
ROTHMANS - INTERNATIONAL KS BOX,200,45801,Turkey,Bodrum Airport,BAT
SOVEREIGN - BLUE KS BOX,200,51334,Morocco,Marrakech,BAT
MARLBORO - MEGA ICE BLAST (2.0) MENTHOL KS BOS C WHITE - SINGAPORE DF,200,122578,Singapore,Singapore - Changi,PMI
CHESTERFIELD - ORIGINAL BLUE KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,121897,France DP,Marseille,PMI
NEWS - KS BOX,200,44311,France DP,Paris Charles De Gaulle,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Caribbean Other,Port-au-Prince (Haiti),PMI
PARLIAMENT - MIX BLOSSOM BREEZE MENTHOL 100's BOX C CHI SUPERSLIMS WHITE - TURKEY DF - IDM TURKEY,200,142121,Turkey,Diyarbakir Airport,PMI
L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - GENERIC DF-ENG TXT,200,123648,Morocco,Essaouira,PMI
VOGUE - BLEUE 100's BOX SUPERSLIMS,400,51105,Morocco,Nador,BAT
PARLIAMENT - AQUA BLUE KS RCB WHITE - GENERIC DF-ENG TXT - ALTERNATIVE,200,125074,Brazil,Recife,PMI
GOLDEN GATE - (BLUE) KS BOX,200,52851,Georgia,Kutaisi,IMPERIAL BRANDS
SUPERKINGS - 100's BOX,200,44938,Great Britain,Exeter,IMPERIAL BRANDS
WINSTON - ONE KS BOX,600,45199,Turkey,Izmir Airport,JTI
PANDA - KS BOX,200,51675,China,Ningbo Lishe,CHINA NATIONAL
PARLIAMENT - AQUA BLUE 100's RCB WHITE - KOREA DF - IDM KOREA,200,121989,South Korea,Seoul,PMI
MONTE CARLO - BLUE KS BOX,200,49874,Georgia,Kutaisi,JTI
WINSTON - (RED) KS BOX,200,56993,China,Hebei,JTI
MILD SEVEN - LIGHTS KS BOX,200,44119,China,Hebei,JTI
MARLBORO - (GOLD 3.0) KS RCB - AFRICA DF-ENG TXT,200,114698,Mali,Bamako,PMI
DUNHILL - FINE CUT (GOLD) 90's OCTAGONAL PACK SLIMS,200,88566,Albania,Tirana,BAT
RICHMOND - KS BOX,200,44637,Spain DP,Mahon Airport,IMPERIAL BRANDS
MILD SEVEN - ONE KS BOX,200,46248,China,Guiyang Longdongbao,JTI
KENT - HD (SILVER) KS RCB,200,57751,Turkey,Diyarbakir Airport,BAT
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Chongqing Jiangbei,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOX (PROMO) - ENGLISH GHW TPD2 DF - IDM GREECE,200,137296,Greece,Thessaloniki,PMI
MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,125837,Morocco,Nador,PMI
STATE EXPRESS 555 - (YELLOW) KS BOX,200,52627,China,Ningbo Lishe,BAT
LUCKY STRIKE - ADDITIVE FREE (RED) KS BOX,200,86131,Spain DP,Bilbao,BAT
PALL MALL - (RED) KS BOX,200,53263,Morocco,Fes,BAT
MAYFAIR - SKY BLUE KS BOX,200,46686,Great Britain,Cardiff,JTI
CAMEL - (YELLOW) KS BOX,600,49844,Chile,Santiago Arturo Merino Benitez,JTI
MARLBORO - TROPICAL SPLASH MENTHOL KS RCS C MUL WHITE - GENERIC DF-ENG TXT,200,138525,Tunisia,Tunis,PMI
ROTHMANS - INTERNATIONAL KS BOX,200,45801,Turkey,Antalya Airport,BAT
MARLBORO - MENTHOL 8 MENTHOL KS BOX WHITE - JAPAN DF,200,114605,Japan,Tokyo - Narita,PMI
RICHMOND - MENTHOL KS BOX,200,44641,Spain DP,Malaga,IMPERIAL BRANDS
WINSTON - CLASSIC KS RCB,200,54448,Belgium,Brussels,JTI
PEACE - SUPER LIGHTS KS BOX,200,46276,Japan,Osaka - Kansai,JTI
ESSE - SPECIAL GOLD 100's BOX SUPERSLIMS,200,52613,United Arab Emirates,Dubai,KT & G
MEVIUS - OPTION KS RCB C,200,91512,China,Shanghai Pudong,JTI
MARLBORO - SOL SHUFFLE MENTHOL KS BOS C MUL WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,144489,China,Wuhan Tianhe,PMI
MARLBORO - (RED FWD) KS BOX 400 SPECIAL OUTER - JAPAN DF,400,118634,Japan,Tokyo - Narita,PMI
CASTER - MILD KS BOX,200,46127,China,Beijing,JTI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Chile,Santiago Arturo Merino Benitez,PMI
NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,92510,Switzerland,Zurich,JTI
JOHN PLAYER SPECIAL - BLUE KS BOX,200,51575,Australia,Perth,IMPERIAL BRANDS
NATURAL AMERICAN SPIRIT - (YELLOW) KS BOX,200,54462,Germany,Munich,JTI
DAVIDOFF - CLASSIC KS BOX,400,88459,Switzerland,Zurich,IMPERIAL BRANDS
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - KOREA DF,200,98188,South Korea,Cheongju,PMI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - NETHERLANDS DF - IDM NETHERLANDS,400,123671,Netherlands,Amsterdam - Schiphol,PMI
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Morocco,Marrakech,IMPERIAL BRANDS
CAMEL - (BLUE) KS BOX,400,45351,Spain DP,Palma De Mallorca,JTI
MAYFAIR - KS BOX,200,44279,Portugal,Madeira,JTI
GENTLE - 7 KS BOX,200,52935,Taiwan,Kaohsiung,TAIWAN TOBACCO & LIQ
REGAL - KS BOX,200,44605,Canary Islands,Lanzarote,IMPERIAL BRANDS
PRINCE - ROUNDED TASTE KS BOX,200,51121,Sweden,Stockholm Arlanda,BAT
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS BOX C WRG WHITE - GENERIC DF-ENG TXT,200,122896,Dominican Republic,Punta Cana - Higuey,PMI
MARLBORO - WHITE MINT (2.0) MENTHOL KS BOX ORH WHITE - GENERIC DF-ENG TXT,200,125088,Brazil,Recife,PMI
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Egypt,Asyut,PMI
MARLBORO - TOUCH GRAY KS DSP 600 SLIMS WHITE - TURKEY DF,600,124808,Turkey,Cukurova Airport,PMI
STERLING - FRESH TASTE ON DEMAND KS BOX C,200,88594,Morocco,Agadir,JTI
JOHN PLAYER SPECIAL,25,39444,Australia,Perth,IMPERIAL BRANDS
WINSTON - CASTER WHITE 7 KS RCB,200,109453,Turkey,Izmir Airport,JTI
WEST - SILVER KS BOX,400,46755,Macedonia,Ohrid,IMPERIAL BRANDS
UNDEFINED,0,0,Togo,Togo,BAT
MARLBORO - RED 3.5 100's BOX - GENERIC DF-ENG TXT,200,125835,Brazil,Rio de Janeiro,PMI
YUXI - YINGHEXIE KS BOX,200,115751,Japan,Osaka - Kansai,CHINA NATIONAL
BENSON & HEDGES - KS BOX,600,45433,Great Britain,Southampton,BAT
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105695,China,Yantai Penglai,PMI
SILK CUT - PURPLE KS BOX,200,45375,Great Britain,Glasgow,JTI
CHESTERFIELD - ORIGINAL (4.0) KS BOX - GENERIC DF-ENG TXT,200,124032,Mexico,Monterrey,PMI
KENT - S SERIES SPARK 1 MENTHOL 100's BOX C SUPERSLIMS,200,98080,Japan,Osaka - Kansai,BAT
MARLBORO - GOLD (3.5) KS RCS WHITE - UAE DF,200,123030,United Arab Emirates,Abu Dhabi,PMI
RAISON,200,37649,South Korea,Busan - Kimhae,KT & G
MAYFAIR - KS BOX,200,44279,Spain DP,Palma De Mallorca,JTI
GAULOISES - BLONDES (RED) KS BOX,200,45358,Morocco,Al Hoceima,IMPERIAL BRANDS
KENT - NANOTEK 2.0 (WHITE) KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,400,70640,Turkey,Izmir Airport,BAT
CORSET - DEUX A PORTER 100's NEW GENERATION SHOULDER BOX C SUPERSLIMS,200,114209,Portugal,Lisbon,KING'S TOBACCO
DOUBLE HAPPINESS - KS SOFT,200,47113,China,Wenzhou Longwan,NANYANG BROTHERS
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,Spain DP,Madrid Barajas,BAT
L&M - RED LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,400,124294,Poland,Wroclaw,PMI
WINSTON - BLUE KS BOX,200,54088,Poland,Gdansk,JTI
MERIT - FILTER KS RCB - NORTH AFRICA DF,200,59131,Tunisia,Enfidha,PMI
CAMEL - (YELLOW) KS BOX,200,49844,Saudi Arabia,Medina,JTI
ESSE - MENTHOL MENTHOL 100's BOX SUPERSLIMS,200,46854,South Korea,Busan - Kimhae,KT & G
CAMEL - (YELLOW) KS BOX,200,49844,Greece,Zakynthos,JTI
SUPERKINGS - 100's BOX,200,44938,Great Britain,Bristol,IMPERIAL BRANDS
KENT - SURROUND (GREY) 100's BOX,100,60733,Norway,Stavanger,BAT
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Spain DP,Malaga,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) KS RCB 400 - TURKEY DF,400,122595,Turkey,Dalaman Airport,PMI
DOUBLE HAPPINESS - (RED-GOLD) KS BOX,200,52061,China,Taiyuan Wusu,CHINA NATIONAL
CAMEL - NATURAL FLAVOR KS BOX,200,52964,Spain,Ibiza,JTI
BENSON & HEDGES - GOLD KS BOX,200,42846,Spain DP,Palma De Mallorca,BAT
NEWS - (BLUE) KS BOX,200,45368,France,Paris Orly,IMPERIAL BRANDS
MEVIUS - LIGHTS KS BOX,200,87832,South Korea,Daegu,JTI
STERLING - (RED) KS BOX,200,61078,Spain DP,Palma De Mallorca,JTI
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Dominican Republic,Punta Cana - Higuey,PMI
CAMEL - ACTIVA KS BOX C,200,85432,Spain,Ibiza,JTI
MARLBORO - (RED FWD) KS RCB 600 SPECIAL OUTER - UNITED KINGDOM DF - IDM UNITED KINGDOM,600,122753,Great Britain,London Gatwick,PMI
DUNHILL - SWITCH (GREEN) KS OCTAGONAL PACK C,200,103540,Brazil,Salvador,BAT
WINSTON - BLUE KS BOX,200,54088,Macedonia,Skopje,JTI
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Canary Islands,Lanzarote,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOX - AFRICA DF-ENG TXT,200,98236,Sierra Leone,Sierra Leone,PMI
LAMBERT & BUTLER - KS BOX,400,43912,Morocco,Marrakech,IMPERIAL BRANDS
LAMBERT & BUTLER - LIGHTS KS BOX,200,43914,Bulgaria,Bourgas,IMPERIAL BRANDS
MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - GENERIC DF-ENG TXT,200,142484,Morocco,Casablanca,PMI
DOUBLE HAPPINESS - KS BOX,200,46152,China,Weihai Dashuibo,CHINA NATIONAL
LUCKY STRIKE - (PURPLE) KS BOX,200,97914,China,Shanghai Hongqiao,BAT
DOUBLE HAPPINESS - DELUXE (RED) KS BOX,200,103412,China,Hangzhou Xiaoshan,NANYANG BROTHERS
R1 - (BLUE) KS BOX,200,49944,Turkey,Istanbul Asia Airport,IMPERIAL BRANDS
