SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
ESSE - CHANGE HIMALAYA MENTHOL 100's BOX C SUPERSLIMS,200,122331,South Korea,Busan - Kimhae,KT & G
MARLBORO - TROPICAL SPLASH MENTHOL KS BOX C MUL WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,125149,China,Shenyang Taoxian,PMI
CAMEL - FILTER KS BOX,400,88440,Austria,Salzburg,JTI
DAVIDOFF - CLASSIC KS BOX,200,88459,Morocco,Agadir,IMPERIAL BRANDS
DUNHILL - (GOLD) KS BOX,400,50827,Bahrain,Manama,BAT
DOUBLE HAPPINESS - KS BOX,200,46152,China,Zhengzhou Xinzheng,CHINA NATIONAL
WINSTON - CLASSIC RED KS BOX,200,45379,Macedonia,Skopje,JTI
CAMEL - (YELLOW) KS BOX,200,49844,Greece,Samos,JTI
NEWS - KS BOX,200,44311,Morocco,Tangier,IMPERIAL BRANDS
MARLBORO - TOUCH 3.5 KS RCS 400 SLIMS TRANSPARENT BUNDLE WHITE - GENERIC DF-ENG TXT,400,123486,Qatar,Doha,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB - TURKEY DF,200,122610,Turkey,Antalya Gazipasa Airport,PMI
CAMEL - (BLUE) KS BOX,600,45351,Mexico,Mazatlan,JTI
MARLBORO - FILTER + EXTRA (FWD) KS RCB JUMBO RC WHITE - SOUTH ASIA DF,200,118496,India,Chattrapati Shivaji,PMI
CAMEL - (YELLOW) KS BOX,200,49844,Greece,Corfu,JTI
WEST - RED KS BOX,200,46023,China,Nanning Wuxu,IMPERIAL BRANDS
WINSTON - CLASSIC KS BOX,400,54087,Kenya,Jomo Kenyatta,JTI
HONGTASHAN - (WHITE) KS BOX,200,52193,China,Wenzhou Longwan,CHINA NATIONAL
MARLBORO - GOLD (3.5) KS RCS WHITE - GENERIC DF-ENG TXT,200,123515,Iraq,Suleymania Airport,PMI
LAMBERT & BUTLER - KS BOX,200,43912,France DP,Nice,IMPERIAL BRANDS
ESSE - SOON 0.1 100's BOX SUPERSLIMS,200,56480,South Korea,Busan - Kimhae,KT & G
ESSE - CHANGE 4MG 100's BOX C SUPERSLIMS,200,92567,South Korea,Busan - Kimhae,KT & G
CAMEL - FILTER KS BOX,400,88440,Germany,Berlin Brandenburg,JTI
WEST - SILVER KS BOX,200,46755,Mongolia,Ulaanbaatar,IMPERIAL BRANDS
WINSTON - BLUE KS BOX,200,54088,France DP,Paris Orly,JTI
LAMBERT & BUTLER - MENTHOL MENTHOL KS BOX,200,91250,Cape Verde,Espargos,IMPERIAL BRANDS
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,125087,Barbados,Bridgetown,PMI
WINSTON - CLASSIC KS BOX,600,54087,Brazil,Viracopos,JTI
PRINCE - ROUNDED TASTE KS BOX,200,51121,Spain,Barcelona,BAT
L&M - BLUE LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123639,Cape Verde,Praia,PMI
MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - NORTH AFRICA DF,600,113959,Morocco,Ouarzazate,PMI
MARLBORO - MENTHOL (2.0) MENTHOL KS BOS WHITE - MALAYSIA DF,200,99950,Malaysia,Penang,PMI
MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,114700,Sierra Leone,Sierra Leone,PMI
BOHEM - CIGAR SLIM FIT NO.1 BROWN 100's BOX C SUPERSLIMS,200,97815,Mongolia,Ulaanbaatar,KT & G
MARLBORO - (GOLD 3.0) KS RCB 400 - TURKEY DF,400,113638,Turkey,Bodrum Airport,PMI
MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - GENERIC DF-ENG TXT,200,142484,Egypt,Taba,PMI
MARLBORO - GOLD (3.5) KS RCB WHITE - CHINA DF - CNSC(ZF),200,122863,China,Zhengzhou Xinzheng,PMI
MARLBORO - FILTER PLUS (FWD) KS SLIDING LID PACK JUMBO WHITE - CES-EE-CA DF-ENG TXT - BASE PRODUCT DF,200,102850,Belarus,Minsk,PMI
DUNHILL - FINE CUT (GREEN) MENTHOL KS BOX,200,55329,South Korea,Busan - Kimhae,BAT
ASSOS - 100's RCB SUPERSLIMS WHITE - TURKEY DF,200,118618,Turkey,Diyarbakir Airport,PMI
DUNHILL - (WHITE) KS BOX,200,53297,China,Wuhan Tianhe,BAT
PARLIAMENT - NIGHT BLUE KS RCB JUMBO RC WHITE - RUSSIA DF - IDM RUSSIA,200,121938,Russia,Makhachkala,PMI
FURONGWANG - (BLUE) KS SOFT,200,52080,China,Guiyang Longdongbao,CHINA NATIONAL
MARLBORO - (RED FWD) KS BOX - CES-EE-CA DF-ENG TXT,200,99217,Azerbaijan,Baku,PMI
MARLBORO - (RED FWD) 100's BOX WHITE - LA&CANADA DF-ENG TXT,200,91644,Dominican Republic,Santo Domingo Las Americas,PMI
CAMEL - LIGHTS KS BOX,200,43025,China,Quanzhou,JTI
DAVIDOFF - (WHITE) KS BOX,200,70865,Tunisia,Jerba,IMPERIAL BRANDS
CAMEL - LIGHTS KS BOX,200,43025,China,Hebei,JTI
DOUBLE HAPPINESS - SUPER MILD KS BOX,200,58266,China,Yinchuan Hedong,NANYANG BROTHERS
DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,200,103541,Jordan,Amman,BAT
WINSTON - BLUE KS BOX,400,54088,France,Paris Orly,JTI
DUCADOS - (BLUE/WHITE) KS SOFT,200,46625,Spain,Barcelona,IMPERIAL BRANDS
WINSTON - CLASSIC KS BOX,200,54087,Mexico,Los Cabos,JTI
CAMEL - (YELLOW) KS BOX,200,49844,Mexico,Los Cabos,JTI
PHILIP MORRIS - BLEUE KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,122363,France,Nantes,PMI
KENT - SURROUND (SILVER) KS RCB,600,107236,Mexico,Puerto Vallarta,BAT
SALEM - MENTHOL KS BOX,200,44768,China,Weihai Dashuibo,JTI
WINSTON - WHITE KS BOX,200,54580,Saudi Arabia,RIYADH,JTI
WEST - RED KS BOX,400,46023,Turkey,Antalya Gazipasa Airport,IMPERIAL BRANDS
DOUBLE HAPPINESS - DELUXE (RED) KS BOX,200,103412,China,Nanning Wuxu,NANYANG BROTHERS
WINSTON - SILVER KS BOX,200,55025,United Arab Emirates,Dubai,JTI
CAMEL - ACTIVA DOUBLE FRESHNESS MENTHOL KS BOX C,200,91074,Guatemala,Guatemala City,JTI
WINSTON - LIGHTS KS BOX,200,45191,Malaysia,Kuala Lumpur,JTI
MARLBORO - (RED FWD) KS BOS - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,124857,United Arab Emirates,Sharjah,PMI
MEVIUS - WIND BLUE KS RCB,200,89727,China,Urumchi Diwobao,JTI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,123636,France,Nice,PMI
CHUNGHWA - KS BOX,200,43087,Switzerland,Geneva,CHINA NATIONAL
LD - RED KS BOX,200,50138,Jordan,Amman,JTI
DAVIDOFF - SLIMS CLASSIC 100's OCTAGONAL PACK SLIMS,200,48009,China,Yantai Penglai,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Kenya,Jomo Kenyatta,PMI
BOHEM - CIGAR MINI NO.1 KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,88577,South Korea,Incheon,KT & G
LUCKY STRIKE - ORIGINAL RED KS BOX,600,51260,Jamaica,Montego Bay,BAT
KENT - NANOTEK 2.0 (WHITE) KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,70640,Ethiopia,Addis Ababa,BAT
WINSTON - BLUE KS BOX,200,54088,Poland,Olsztyn,JTI
AMERICAN SPIRIT - ORANGE KS BOX,200,106849,Tunisia,Jerba,JTI
MEVIUS - LBS YELLOW 3 KS RCB C,200,126577,South Korea,Jeju,JTI
MARLBORO - GOLD (2.0 ORIGINAL) KS RCB 600 SPECIAL OUTER - UNITED KINGDOM DF - IDM UNITED KINGDOM,600,122750,Great Britain,Exeter,PMI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,142119,Brazil,Recife,PMI
CAMEL - BLUE KS BOX,200,52735,Italy,Venice,JTI
DAVIDOFF - GOLD SLIMS 100's OCTAGONAL PACK SUPERSLIMS,200,62362,United Arab Emirates,Abu Dhabi,IMPERIAL BRANDS
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCB C WRG WHITE - TURKEY DF,200,122704,Turkey,Istanbul Airport,PMI
MARLBORO - RED 3.5 KS BOX - ENGLISH GHW TPD2 DF - IDM POLAND,200,125460,Poland,Warsaw,PMI
BENSON & HEDGES,200,38354,Vietnam,Cam Ranh,BAT
MAYFAIR - KS BOX,400,44279,Turkey,Antalya Airport,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - SPAIN DF - IDM SPAIN,200,123310,Spain,Palma De Mallorca,PMI
MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,125837,Mexico,Puerto Vallarta,PMI
MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123412,Iraq,Erbil International Airport,PMI
CHUNGHWA - KS SOFT,200,47099,Japan,Chubu,CHINA NATIONAL
STERLING - DUAL KS BOX C,600,99392,Cape Verde,Praia,JTI
PARISIENNE - BLEUE KS BOX,400,53136,Switzerland,Zurich,BAT
WINSTON - KS RCB,200,54535,Serbia,Belgrade,JTI
PALL MALL - (BLUE) KS BOX,200,51685,Spain,Barcelona,BAT
LAMBERT & BUTLER - KS BOX,200,43912,Great Britain,Cardiff,IMPERIAL BRANDS
L&M - BLUE LABEL (5.0 CWB) KS RCB - TURKEY DF,200,122610,Turkey,Istanbul Airport,PMI
NATURAL AMERICAN SPIRIT - (BLUE) KS BOX,200,54054,Brazil,Viracopos,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Spain,Malaga,BAT
MARLBORO - EDGE (2.0) KS DSP SUPERSLIMS WHITE - GENERIC DF-ENG TXT,200,123386,Kuwait,Kuwait,PMI
SILK CUT - PURPLE KS BOX,200,45375,Spain,Palma De Mallorca,JTI
MARLBORO - GOLD (3.5) KS RCB (PROMO) - ZONE 1 DF - IDM SWITZERLAND,200,137258,Switzerland,Geneva,PMI
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,Spain,Gerona,JTI
MARLBORO - (RED FWD) 100's SOFT 600 SPECIAL OUTER - TURKEY DF - BASE PRODUCT DF,600,98006,Turkey,Antalya Airport,PMI
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,Kuwait,Kuwait,BAT
DAVIDOFF - MAGNUM 90's OCTAGONAL PACK,200,46929,United Arab Emirates,Dubai,IMPERIAL BRANDS
CAMEL - (BLUE) KS BOX,400,45351,Spain,Palma De Mallorca,JTI
WINSTON - BLUE KS BOX,600,54088,Sri Lanka,Colombo,JTI
PHILIP MORRIS - KS BOX - NORTH AFRICA DF,200,58267,Morocco,Marrakech,PMI
WINSTON - FRESH MENTHOL MENTHOL 100's BOX SUPERSLIMS,200,60461,Russia,St. Petersburg Pulkovo,JTI
WINSTON - BLUE KS BOX,200,54088,Germany,Cologne,JTI
MARLBORO - WHITE (3.5) KS RCS WHITE - UAE DF,200,123039,United Arab Emirates,Ras El Khaymah,PMI
KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,53451,Bulgaria,Varna,KARELIA TOBACCO
CAMEL - FILTER KS BOX,200,88440,France,Paris Orly,JTI
PANDA - GREEN KS BOX,200,103394,Japan,Osaka - Kansai,CHINA NATIONAL
CAMEL - BLUE KS BOX,200,52735,Kosovo,PRISTINA,JTI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Brazil,Fortaleza,PMI
WINSTON - CLASSIC KS BOX,400,54087,Jordan,Amman,JTI
WINSTON - BLUE KS BOX,200,54088,Chile,Santiago Arturo Merino Benitez,JTI
CAMEL - KS BOX,600,43011,Guatemala,Guatemala City,JTI
MARLBORO - WHITE MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105625,China,Wenzhou Longwan,PMI
DUNHILL - (GOLD) KS BOX,400,50827,Kuwait,Kuwait,BAT
FORTUNA - KS BOX,400,43467,Morocco,Agadir,IMPERIAL BRANDS
KENT - NANOTEK INFINA KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55420,Turkey,Gaziantep Airport,BAT
WINSTON - EXPAND DUO KS BOX C,600,121580,Turkey,Bodrum Airport,JTI
MAYFAIR - SKY BLUE KS BOX,400,46686,Great Britain,Aberdeen,JTI
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105626,China,Wuhan Tianhe,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB TRANSPARENT BUNDLE - GENERIC DF-ENG TXT,200,125144,Kenya,Jomo Kenyatta,PMI
SUPERKINGS - BLUE 100's BOX,200,46019,Great Britain,London Gatwick,IMPERIAL BRANDS
RAISON - KS BOX,200,46893,South Korea,Muan,KT & G
PALL MALL - (RED) KS BOX,200,53263,Spain,Valencia,BAT
LUCKY STRIKE - KS BOX,200,43972,China,Wuhan Tianhe,BAT
BOHEM - CIGAR MINI NO.1 KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,88577,South Korea,Daegu,KT & G
DAVIDOFF - WHITE 100's OCTAGONAL PACK SUPERSLIMS,200,49888,Turkey,Izmir Airport,IMPERIAL BRANDS
MARLBORO - FINE TOUCH 3.5 KS RCT SLIMS WHITE - ENGLISH GHW TPD2 DF - IDM GREECE,200,124701,Greece,Skiathos,PMI
WINSTON - BALANCED BLUE KS RCB,200,54529,Tunisia,Jerba,JTI
MARLBORO - TROPICAL SPLASH MENTHOL KS BOX C MUL WHITE - JAPAN DF,200,125146,Japan,Osaka - Kansai,PMI
MARLBORO - (RED FWD) KS BOX - AFRICA DF-ENG TXT,200,98236,Kenya,Jomo Kenyatta,PMI
PALL MALL - SAN FRANCISCO KS BOX,400,53289,Kosovo,PRISTINA,BAT
KENT - HD FUTURA KS RCB,200,57192,Colombia,Cali,BAT
MAYFAIR - SKY BLUE KS BOX,200,46686,Great Britain,Newcastle,JTI
KENT - WHITE KS RCB,200,56256,Norway,Oslo,BAT
CAMEL - BLUE KS BOX,200,52735,France,Beauvais,JTI
MARLBORO - (RED FWD) KS BOX 400 - NORTH AFRICA DF,400,100605,Morocco,Tangier,PMI
PALL MALL - (RED) KS RCB,200,56918,Turkey,Diyarbakir Airport,BAT
DAVIDOFF - SLIMS LIGHTS 100's OCTAGONAL PACK SLIMS,200,48007,Greece,Athens,IMPERIAL BRANDS
SUPERKINGS - BLUE 100's BOX,200,46019,Mexico,Cancun,IMPERIAL BRANDS
L&M - BLUE LABEL (5.0 CWB) KS RCB 600 - TURKEY DF,600,122591,Turkey,Cukurova Airport,PMI
DUNHILL - (BLUE) KS BOX,200,49364,Morocco,Agadir,BAT
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER WHITE - ARGENTINA DF,600,123955,Argentina,Mendoza,PMI
MARLBORO - (GOLD 3.0) 100's RCB WHITE - LA&CANADA DF-ENG TXT,200,113618,Nicaragua,Managua,PMI
STERLING - (RED) KS BOX,200,61078,Turkey,Antalya Airport,JTI
WINSTON - BLUE 100's BOX SUPERSLIMS,600,54235,Morocco,Tangier,JTI
GLAMOUR - BLUE 100's BOX SLIMS,200,56559,Italy,Venice,JTI
L&M - BLUE LABEL (5.0 CWB) KS RCB WHITE - GENERIC DF-ENG TXT,200,123642,India,Indira Gandhi,PMI
CANADIAN CLASSICS - ORIGINAL KS RCB WHITE - LA&CANADA DF-ENG TXT,200,100603,Grenada,St. George's Point Saline,PMI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,123636,France DP,Nice,PMI
STERLING - KS BOX,200,44904,Great Britain,London Luton,JTI
STERLING - KS BOX,200,44904,Brazil,Rio de Janeiro,JTI
DOUBLE HAPPINESS - (RED-GOLD) KS BOX,200,52061,China,Xiamen Gaoqi,CHINA NATIONAL
CAMEL - KS BOX,400,43011,Germany,Stuttgart,JTI
BENSON & HEDGES - KS BOX,200,45433,Great Britain,Exeter,BAT
FORTUNA - KS BOX,200,43467,Morocco,Tangier,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GREECE,400,124135,Greece,Kos,PMI
VOGUE - LILAS 100's BOX SLIMS,400,50571,Turkey,Izmir Airport,BAT
WINSTON - KS BOX,600,45182,Turkey,Bodrum Airport,JTI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 SUNRISE DF (RS),200,105694,China,Beijing,PMI
CASTER - MILD KS BOX,200,46127,South Korea,Busan - Kimhae,JTI
ASSOS - RED KS BOX TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GREECE,200,120917,Greece,Athens,PMI
RAISON - FRENCH YOGO KS BOX C,200,104499,South Korea,Jeju,KT & G
MARLBORO - SUMMER SPLASH MENTHOL KS BOX C MUL WHITE - TAIWAN DF,200,144146,Taiwan,Everrich Downtown Kinmen,PMI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Saint Marteen (NL),St. Maarten Princess Juliana,PMI
ESSE - PRESSO 100's BOX SUPERSLIMS,200,89342,South Korea,Daegu,KT & G
RICHMOND - SUPERKINGS 100's BOX,200,44644,Great Britain,East Midlands,IMPERIAL BRANDS
WINSTON - SUPER LIGHTS KS RCB,200,54556,Russia,Volgograd,JTI
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Guatemala,Guatemala City,PMI
THE KING - (RED) KS BOX,200,106308,Spain,Madrid Barajas,KING'S TOBACCO
DUNHILL - FROST MENTHOL KS RCB,200,50942,South Korea,Seoul,BAT
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,200,97296,Sri Lanka,Colombo,JTI
KARELIA - SLIMS 100's BOX SLIMS,400,54990,Albania,Tirana,KARELIA TOBACCO
WINSTON - KS SOFT,600,45184,Morocco,Tangier,JTI
ROTHMANS - (BLUE) KS BOX,200,46008,Guadalupe,Pointe-a-Pitre,BAT
MARLBORO - PURPLE MENTHOL KS BOX C TRU WHITE - CHINA DF - CNSC(ZF),200,121385,China,Nanjing Lukou,PMI
WINSTON - BALANCED BLUE KS RCB,600,54529,Turkey,Eskisehir Airport,JTI
BENSON & HEDGES - SILVER KS BOX,200,42858,Great Britain,Glasgow Prestwick,BAT
HONGTASHAN - KS BOX,200,56350,China,Shanghai Pudong,CHINA NATIONAL
KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,53451,Greece,Zakynthos,KARELIA TOBACCO
MARLBORO - DOUBLE FUSION MENTHOL KS BOX 600 C TRU SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,144768,Jamaica,Montego Bay,PMI
WINSTON - LIGHTS KS BOX,200,45191,China,Xiamen Gaoqi,JTI
GAULOISES - BLONDES (RED) KS BOX,600,45358,Turkey,Bodrum Airport,IMPERIAL BRANDS
LUCKY STRIKE - BLACK RS BOX,200,58639,Japan,Chubu,BAT
MARLBORO - (RED FWD) KS BOX 400 SPECIAL OUTER - INDOCHINA DF,400,103644,Vietnam,Cam Ranh,PMI
MARLBORO - SOL SHUFFLE MENTHOL KS BOS C MUL WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,144489,China,Kunming Wujiaba,PMI
VIRGINIA SLIMS - 1MG 100's BOX SUPERSLIMS PRL - KOREA DF - IDM KOREA,200,121947,South Korea,Muan,PMI
MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,200,123056,Poland,Szczecin,PMI
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Shanghai Pudong,IMPERIAL BRANDS
WINSTON - BLUE 100's BOX SUPERSLIMS,400,54235,Morocco,Agadir,JTI
MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - GENERIC DF-ENG TXT,200,125084,Bosnia-Herzegovinia,Sarajevo,PMI
DAVIDOFF - GOLD KS BOX,400,88458,Germany,Dortmund,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,Turkey,Samsun Airport,JTI
GAULOISES - BLONDES (BLUE) KS BOX,400,45969,Germany,Stuttgart,IMPERIAL BRANDS
NEWS - KS BOX,200,44311,France DP,Paris Orly,IMPERIAL BRANDS
UNDEFINED,0,0,Uzbekistan,Tashkent,Undefined
CAMEL - (YELLOW) KS BOX,400,49844,Brazil,Belo Horizonte,JTI
CAMEL - (YELLOW) KS BOX,200,49844,Greece,Athens,JTI
L&M - BLUE LABEL (NON TRAVEL) KS RCB - ITALY DF - IDM ITALY,200,121006,Italy,Florence,PMI
MARLBORO - (RED FWD) KS RCB 600 SPECIAL OUTER - UNITED KINGDOM DF - IDM UNITED KINGDOM,600,122753,Great Britain,East Midlands,PMI
MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,114700,Uganda,Entebbe,PMI
MEVIUS - LIGHTS KS BOX 40,400,123007,Japan,Osaka - Kansai,JTI
DAVIDOFF - SLIMS CLASSIC 100's OCTAGONAL PACK SLIMS,200,48009,China,Xiamen Gaoqi,IMPERIAL BRANDS
MARLBORO - TOUCH BLUE KS DSP 600 SLIMS TRANSPARENT BUNDLE WHITE - TURKEY DF,600,124504,Turkey,Gaziantep Airport,PMI
LUCKY STRIKE - ORIGINAL SILVER (BLUE) KS BOX,200,57677,China,Urumchi Diwobao,BAT
DAVIDOFF - LIGHTS KS BOX,400,47571,Morocco,Oujda,IMPERIAL BRANDS
KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,53451,China,Chengdu Tianfu,KARELIA TOBACCO
BENSON & HEDGES - (GOLD) KS BOX,200,58119,Tunisia,Tunis,BAT
CHESTERFIELD - ORIGINAL BLUE KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,121897,France DP,Paris Orly,PMI
CAMEL - (YELLOW) KS BOX,400,49844,Tunisia,Sfax,JTI
KENT - CONVERTIBLES KS RCB C,600,59762,Turkey,Bodrum Airport,BAT
MARLBORO - (GOLD 3.0) KS RCB - TURKEY DF,200,113628,Turkey,Kutahya Airport,PMI
L&M - GREEN LABEL COOL MENTHOL KS BOX - RUSSIA DF - IDM RUSSIA,200,121959,Russia,Astrakhan,PMI
FURONGWANG - (BLUE) KS SOFT,200,52080,China,Wuhan Tianhe,CHINA NATIONAL
KARELIA - LIGHTS MENTHOL 100's BOX SLIMS,200,45913,China,Taiyuan Wusu,KARELIA TOBACCO
WINSTON - BLUE KS BOX,200,54088,Lithuania,Kaunas,JTI
VOGUE - BLEU 100's BOX SLIMS,200,50530,Italy,Milan - Linate,BAT
LUCKY STRIKE - SWITCH KS BOX C,200,87552,Turkey,Diyarbakir Airport,BAT
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123645,India,Indira Gandhi,PMI
MARLBORO - LUNA SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - GENERIC DF-ENG TXT,200,138965,Qatar,Doha,PMI
MILD SEVEN - LIGHTS KS BOX,200,44119,China,Chongqing Jiangbei,JTI
ESSE - SOON 0.5 100's BOX SUPERSLIMS,200,54317,South Korea,Cheongju,KT & G
L&M - BLUE LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123639,Egypt,Taba,PMI
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,France DP,Beauvais,IMPERIAL BRANDS
CORSET - MAUVE A PORTER 100's NEW GENERATION SHOULDER BOX SUPERSLIMS,200,109455,United Arab Emirates,Sharjah,KING'S TOBACCO
VOGUE - MENTHOL KS BOX,200,47618,Ghana,Accra,BAT
L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - GENERIC DF-ENG TXT,200,123648,Ghana,Accra,PMI
PHILIP MORRIS - BLEUE KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,121200,France DP,Tarbes - Lourdes,PMI
DUNHILL - (RED) KS BOX,200,50854,France,Toulouse,BAT
WEST - SILVER KS BOX,200,46755,Germany,Dortmund,IMPERIAL BRANDS
CAMEL,200,37393,Jordan,Aqaba,JTI
THE ONE,50,38885,Cambodia,Sihanoukville,KT & G
DUNHILL - GOLD KS BOX,200,54825,Taiwan,Taipei - Taoyuan,BAT
BENSON & HEDGES - KS BOX,600,45433,Great Britain,London Heathrow,BAT
MARLBORO - TOUCH ONE KS RCS SLIMS WHITE - TURKEY DF,200,100977,Turkey,Istanbul Airport,PMI
VOGUE - LILAS 100's BOX SUPERSLIMS,400,51103,Switzerland,Geneva,BAT
PALL MALL - NEW ORLEANS KS BOX C,200,88041,Germany,Frankfurt,BAT
MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOX WHITE - TAIWAN DF,200,95404,Taiwan,Taipei - Taoyuan,PMI
WEST - RED KS BOX,200,46023,Norway,Trondheim,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) 100's SOFT 600 TRANSPARENT BUNDLE - TURKEY DF,600,122594,Turkey,Dalaman Airport,PMI
CAMEL - BLUE KS BOX,200,52735,Canary Islands,Gran Canaria,JTI
WINSTON - (BLUE) KS RCB,200,88433,Tunisia,Monastir,JTI
MARLBORO - RED 3.5 100's BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,125533,Germany,Frankfurt,PMI
UNDEFINED,0,0,Caribbean Other,Port-au-Prince (Haiti),BAT
KENT - HD (WHITE) KS RCB,200,57752,Turkey,Ankara Airport,BAT
MARLBORO - EXOTIC FUSION KS RCT 600 C PSW SLIMS SPECIAL OUTER WHITE - TURKEY DF,600,144240,Turkey,Istanbul Airport,PMI
WINSTON - (RED) KS BOX,200,56993,Tunisia,Sfax,JTI
DUNHILL - GOLD KS BOX,200,54825,China,Zhengzhou Xinzheng,BAT
DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,400,103541,Brazil,Rio de Janeiro,BAT
DOUBLE HAPPINESS - KS BOX,200,46152,China,Taiyuan Wusu,NANYANG BROTHERS
MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,122496,Spain DP,Ibiza,PMI
MARLBORO - ICE BLAST MEGA 5 MENTHOL KS BOX C WHITE - JAPAN DF,200,119099,Japan,Takamatsu,PMI
MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,122496,Spain DP,Reus,PMI
GEORGE KARELIAS AND SONS - LS SHOULDER PACK,200,43591,Greece,Kos,KARELIA TOBACCO
ESSE - (BLUE) 100's BOX SUPERSLIMS,200,52455,Turkey,Istanbul Asia Airport,KT & G
LAMBERT & BUTLER - KS BOX,400,43912,France,Toulouse,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL RED KS BOX,400,51260,French Guyana,Cayenne,BAT
VOGUE - MENTHE 1 MENTHOL 100's BOX SUPERSLIMS,400,51509,Tunisia,Monastir,BAT
ZHONG NAN HAI - EIGHT KS BOX,200,55456,China,Shanghai Hongqiao,CHINA NATIONAL
