Flavor,Volume_Percentage,PMI_Volume_Percentage,Ideal_Percentage,Market_vs_Ideal_Gap,PMI_vs_Ideal_Gap,PMI_vs_Market_Gap
Menthol,0.4528225204137882,0.0,9.3143405406,-8.861518020186212,-9.3143405406,-0.4528225204137882
Menthol Caps,3.767935282471932,7.442433150253991,9.005176175899999,-5.237240893428067,-1.562743025646008,3.674497867782059
NTD,0.0,0.0,5.602292776400001,-5.602292776400001,-5.602292776400001,0.0
NTD Caps,32.86608524619002,17.71765383392211,80.0,-47.13391475380998,-62.28234616607789,-15.14843141226791
Regular,62.91315695092427,74.83991301582391,75.3318226179,-12.41866566697573,-0.4919096020760918,11.92675606489964
