Year,Product Category,Location,DF_Market,TMO,Brand Family,CR_BrandId,DF_Vol,Flavor,Taste,Thickness,Length,cum_volume,cum_pct
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1309944.200000002,67.54528413011552
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1314391.400000002,67.77459724710437
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1318838.600000001,68.00391036409319
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1323285.800000001,68.23322348108204
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1327733.000000001,68.46253659807087
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1332180.200000001,68.69184971505969
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1336627.400000001,68.92116283204854
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1341074.600000001,69.15047594903737
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1345521.800000001,69.3797890660262
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1349969.000000001,69.60910218301504
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1354416.200000001,69.83841530000387
2024,Cigarettes,Kuwait,Kuwait,KT & G,ESSE,54947,4447.2,Regular,Full Flavor,SSL,100,1358863.400000001,70.06772841699271
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1363050.800000001,70.28364534136739
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1367238.200000001,70.49956226574206
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1371425.600000001,70.71547919011672
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1375613.000000001,70.93139611449139
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1379800.400000001,71.14731303886607
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1383987.800000001,71.36322996324074
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1388175.2,71.57914688761541
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1392362.6,71.79506381199008
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1396550.0,72.01098073636474
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1400737.4,72.22689766073943
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1404924.8,72.44281458511409
